coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,reason
P30CA008748,2743479,Nucleosides. CXXXV. Synthesis of some 9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)-9H-purines and their biological activities.,C K Chu; J Matulic-Adamic; J T Huang; T C Chou; J H Burchenal; J J Fox; K A Watanabe,1989-02-01,25.0,1.24,Published before 2000
P30CA033572,2744765,The ligation amplification reaction (LAR)--amplification of specific DNA sequences using sequential rounds of template-dependent ligation.,D Y Wu; R B Wallace,1989-05-01,177.0,5.14,Published before 2000
P30CA016672,2745185,Long-range results for breast cancer patients treated by radical mastectomy and postoperative radiation without adjuvant chemotherapy: an update.,G H Fletcher; M D McNeese; M J Oswald,1989-07-01,37.0,1.62,Published before 2000
P30CA016087,2745206,Analysis of multiple prognostic factors in patients with stage IB cervical cancer: age as a major determinant.,M J Dattoli; H F Gretz; U Beller; I A Lerch; R I Demopoulos; E M Beckman; P R Fried,1989-07-01,49.0,1.85,Published before 2000
P30CA013330,2745402,Formation of highly ordered cross-linked lattices between asparagine-linked oligosaccharides and lectins observed by electron microscopy.,L Bhattacharyya; M I Khan; J Fant; C F Brewer,1989-07-15,21.0,0.46,Published before 2000
P30CA036727,2745610,Quantitation of N-[4-(5-nitro-2-furyl)-2-thiazolyl]formamide and 2-amino-4-(5-nitro-2-furyl)thiazole in rodent diet.,R A Smith; T S Tibbels; S M Cohen,1989-03-31,3.0,0.18,Published before 2000
P30CA033572,2746053,Changes in heating patterns of interstitial microwave antenna arrays at different insertion depths.,K W Chan; C K Chou; J A McDougall; K H Luk; N L Vora; B W Forell,1989-01-01,12.0,0.91,Published before 2000
P30CA023108,2746054,Thermal enhancement of low dose rate irradiation in a murine tumour system.,E L Jones; B E Lyons; E B Douple; B J Dain,1989-01-01,20.0,1.36,Published before 2000
P30CA014520,2746297,"A phase I trial of interferon-alpha-2a plus cyclophosphamide, vincristine, prednisone, and doxorubicin.",J H Schiller; M J Hawkins; M J O'Connell; K Sielaff; E C Borden,1989-06-01,4.0,0.15,Published before 2000
P30CA021765,2746673,Mortality in pediatric phase I clinical trials.,W L Furman; C B Pratt; G K Rivera; J P Krischer; B A Kamen; T J Vietti,1989-08-02,23.0,0.76,Published before 2000
P30CA006927,2747643,Importance of introns for expression of mouse ribosomal protein gene rpL32.,S Chung; R P Perry,1989-05-01,132.0,2.36,Published before 2000
P30CA006927,2748599,Activation of the Mlvi-1/mis1/pvt-1 locus in Moloney murine leukemia virus-induced T-cell lymphomas.,P N Tsichlis; B M Shepherd; S E Bear,1989-07-01,34.0,0.57,Published before 2000
P30CA006927,2749134,Formaldehyde-induced lesions of xenotransplanted human nasal respiratory epithelium.,A J Klein-Szanto; H Ura; J Resau,1989-01-01,10.0,0.41,Published before 2000
P30CA006927,2752005,Structural characterization of the interactions between calmodulin and skeletal muscle myosin light chain kinase: effect of peptide (576-594)G binding on the Ca2+-binding domains.,S H Seeholzer; A J Wand,1989-05-02,53.0,2.02,Published before 2000
P30CA015704,2752107,Improved retroviral transfer of genes into canine hematopoietic progenitor cells kept in long-term marrow culture.,F G Schuening; R Storb; R B Stead; S Goehle; R Nash; A D Miller,1989-07-01,52.0,1.16,Published before 2000
P30CA021765,2752120,Nonrandom abnormalities of chromosome 9p in childhood acute lymphoblastic leukemia: association with high-risk clinical features.,S B Murphy; S C Raimondi; G K Rivera; M Crone; R K Dodge; F G Behm; C H Pui; D L Williams,1989-07-01,71.0,1.74,Published before 2000
P30CA014599,2752403,Fusion of epithelial sheets as seen in formation of the chick amnion.,J Overton,1989-07-01,7.0,0.21,Published before 2000
P30CA023074,2752518,Expression of beta-actin during progression of mouse skin tumors.,L E Ostrowski; P Krieg; J Finch; A E Cress; R B Nagle; G T Bowden,1989-08-01,27.0,0.65,Published before 2000
P30CA036727,2752521,Strong promoting activity by uracil on urinary bladder carcinogenesis and a possible inhibitory effect on thyroid tumorigenesis in rats initiated with N-methyl-N-nitrosourea.,T Masui; A M Mann; E M Garland; S M Cohen,1989-08-01,17.0,0.67,Published before 2000
P30CA016058,2752528,"Effects of the experimental chemopreventative agent, glucarate, on intestinal carcinogenesis in rats.",C Dwivedi; O A Oredipe; R F Barth; A A Downie; T E Webb,1989-08-01,25.0,1.08,Published before 2000
P30CA134274,2753326,Cigarettes and alcohol as independent risk factors for colonic adenomas.,J W Kikendall; P E Bowen; M B Burgess; C Magnetti; J Woodward; P Langenberg,1989-09-01,104.0,3.88,Published before 2000
P30CA033572,2753355,Specificity of the nick-closing activity of bacteriophage T4 DNA ligase.,D Y Wu; R B Wallace,1989-01-01,138.0,3.03,Published before 2000
P30CA043703,2753901,Kinetic pulse-chase labeling study of the glucocorticoid receptor in mouse lymphoma cells. Effect of glucocorticoid and antiglucocorticoid hormones on intracellular receptor half-life.,C W Distelhorst; K J Howard,1989-08-05,20.0,0.47,Published before 2000
P30CA013148,2754334,"Bile acid sulfotransferase I from rat liver sulfates bile acids and 3-hydroxy steroids: purification, N-terminal amino acid sequence, and kinetic properties.",S Barnes; E S Buchina; R J King; T McBurnett; K B Taylor,1989-04-01,53.0,1.71,Published before 2000
P30CA033572,2754491,Measurement and estimation of organ Bremsstrahlung radiation dose.,L E Williams; J Y Wong; D O Findley; B W Forell,1989-08-01,5.0,0.3,Published before 2000
P30CA016087,2759056,Sun exposure and malignant melanoma among susceptible individuals.,N Dubin; M Moseson; B S Pasternack,1989-05-01,38.0,1.83,Published before 2000
P30CA006973,2760052,Additional members of the rat liver lamin polypeptide family. Structural and immunological characterization.,S H Kaufmann,1989-08-15,86.0,2.64,Published before 2000
P30CA008748,2760098,"Genetic factors controlling inheritance of susceptibility to 1,2-dimethylhydrazine.",E E Deschner; M Hakissian; F C Long,1989-01-01,7.0,0.24,Published before 2000
P30CA021765,2760480,Efficacy of inactivated influenza A virus (H3N2) vaccines grown in mammalian cells or embryonated eggs.,J M Katz; R G Webster,1989-08-01,123.0,3.19,Published before 2000
P30CA008748,2761541,Purification and characterization of an erythroid cell-specific factor that binds the murine alpha- and beta-globin genes.,K M Barnhart; C G Kim; M Sheffery,1989-06-01,25.0,0.42,Published before 2000
P30CA006927,2762128,A characterization of the elements comprising the promoter of the mouse ribosomal protein gene RPS16.,N Hariharan; R P Perry,1989-07-11,57.0,0.99,Published before 2000
P30CA013148,2764531,Prevention of tubercidin host toxicity by nitrobenzylthioinosine 5'-monophosphate for the treatment of schistosomiasis.,M H el Kouni; D Diop; P O'Shea; R Carlisle; J P Sommadossi,1989-06-01,22.0,0.83,Published before 2000
P30CA021765,2765407,Heterogeneity of fibrinogen receptor expression on platelets activated in normal plasma with ADP: analysis by flow cytometry.,C W Jackson; L K Jennings,1989-07-01,38.0,1.19,Published before 2000
P30CA021765,2765506,Effects of conversion of phenylalanine-31 to leucine on the function of human dihydrofolate reductase.,N J Prendergast; J R Appleman; T J Delcamp; R L Blakley; J H Freisheim,1989-05-30,23.0,0.59,Published before 2000
P30CA016058,2766029,"Metabolism and binding of benzo[a]pyrene in randomly-proliferating, confluent and S-phase human skin fibroblasts.",M J Cunningham; P Kurian; G E Milo,1989-06-01,8.0,0.27,Published before 2000
P30CA016087,2766288,Breast cancer and alcohol consumption: a case-control study in northern Italy.,P Toniolo; E Riboli; F Protta; M Charrel; A P Cappa,1989-09-15,49.0,2.32,Published before 2000
P30CA036727,2766298,"Formation of hydroxy derivatives, aldehydes, and nitrite from N-nitrosomethyl-n-amylamine by rat liver microsomes and by purified cytochrome P-450 IIB1.",C Ji; S S Mirvish; J Nickols; H Ishizaki; M J Lee; C S Yang,1989-10-01,23.0,1.05,Published before 2000
P30CA036727,2768259,HTLV-I tax gene product activates transcription via pre-existing cellular factors and cAMP responsive element.,C Z Giam; Y L Xu,1989-09-15,112.0,1.86,Published before 2000
P30CA043703,2769327,High-dose cytarabine and daunorubicin as consolidation therapy for acute myeloid leukemia in first remission: long-term follow-up and results.,S N Wolff; R H Herzig; J W Fay; G L Phillips; H M Lazarus; J M Flexner; R S Stein; J P Greer; B Cooper; G P Herzig,1989-09-01,178.0,5.64,Published before 2000
P30CA006927,2770549,Analysis of histone subtypes and their modified forms by polyacrylamide gel electrophoresis.,R W Lennox; L H Cohen,1989-01-01,50.0,0.79,Published before 2000
P30CA023108,2770712,Binding of the transition metal ion [(H2O)(NH3)5Ru(II)]2+ to nucleosomal core and internucleosomal DNA.,K A Marx; R Kruger; M J Clarke,1989-04-11,8.0,0.31,Published before 2000
P30CA006927,2772972,"Preparation of 14,15-secoestra-1,3,5(10)-trien-15-ynes, inhibitors of estradiol dehydrogenase.",R J Auchus; J O Palmer; H L Carrell; D F Covey,1989-01-01,12.0,0.47,Published before 2000
P30CA021765,2773315,Antigenic and molecular characterization of subtype H13 hemagglutinin of influenza virus.,T M Chambers; S Yamnikova; Y Kawaoka; D K Lvov; R G Webster,1989-09-01,32.0,0.99,Published before 2000
P30CA022453,2773887,Advising parents to stop smoking. Opportunities and barriers in pediatric practice.,B L Frankowski; R H Secker-Walker,1989-09-01,37.0,2.07,Published before 2000
P30CA006927,2773981,Feasibility of controlling or eradicating the hepatitis B virus.,B S Blumberg,1989-09-04,7.0,0.17,Published before 2000
P30CA010815,2775292,Antagonistic effect of PDGF and NGF on transcription of ribosomal DNA and tumor cell proliferation.,E M Rakowicz-Szulczynska; H Koprowski,1989-08-30,22.0,0.6,Published before 2000
P30CA023074,2776367,Replating efficiency of metastatic melanoma cells from lymph node and subcutaneous sites does not predict patient survival.,F L Meyskens; S P Thomson; J Buckmeier,1989-01-01,1.0,0.03,Published before 2000
P30CA021765,2776489,Molecular analysis of chromosome 1 abnormalities in neuroblastoma.,M K Ritke; R Shah; M Valentine; E C Douglass; A Tereba,1989-01-01,30.0,0.62,Published before 2000
P30CA010815,2777278,Colon carcinoma-associated glycoproteins recognized by monoclonal antibodies CO-029 and GA22-2.,B A Sela; Z Steplewski; H Koprowski,1989-08-01,20.0,0.51,Published before 2000
P30CA014599,2777665,Radiation therapy for pathologic stage III Hodgkin's disease with and without chemotherapy.,R Farah; H M Golomb; D E Hallahan; R K Desser; M L Griem; R Blough; J E Ultmann; R R Weichselbaum,1989-10-01,15.0,0.73,Published before 2000
P30CA021765,2778319,Differential antigen presentation by cloned populations of mouse splenic macrophages.,W S Walker,1989-10-01,37.0,0.72,Published before 2000
P30CA015083,2778478,Surgical adjuvant therapy of large-bowel carcinoma: an evaluation of levamisole and the combination of levamisole and fluorouracil. The North Central Cancer Treatment Group and the Mayo Clinic.,J A Laurie; C G Moertel; T R Fleming; H S Wieand; J E Leigh; J Rubin; G W McCormack; J B Gerstner; J E Krook; J Malliard,1989-10-01,618.0,19.58,Published before 2000
P30CA016058,2778490,Sensitivity of glioma and fetal brain cell lines to natural killer cytolysis in a monolayer assay.,R M Kazimer; R L Whisler; R E Stephens; D K Pearl; A J Yates,1989-07-01,10.0,0.39,Published before 2000
P30CA010815,2778837,Levels of disialogangliosides in sera of melanoma patients monitored by sensitive thin-layer chromatography and immunostaining.,B A Sela; D Iliopoulos; D Guerry; D Herlyn; H Koprowski,1989-10-04,31.0,1.08,Published before 2000
P30CA006927,2778877,Cloned hepatitis delta virus cDNA is infectious in the chimpanzee.,C Sureau; J Taylor; M Chao; J W Eichberg; R E Lanford,1989-10-01,61.0,1.43,Published before 2000
P30CA008748,2779555,Growth of immortal simian virus 40 tsA-transformed human fibroblasts is temperature dependent.,R L Radna; Y Caton; K K Jha; P Kaplan; G Li; F Traganos; H L Ozer,1989-07-01,125.0,2.63,Published before 2000
P30CA016058,2779579,The mouse thymidylate synthase promoter: essential elements are in close proximity to the transcriptional initiation sites.,T Deng; Y Li; K Jolliff; L F Johnson,1989-09-01,22.0,0.37,Published before 2000
P30CA021765,2780288,"Affinity purification and characterization of human O6-alkylguanine-DNA alkyltransferase complexed with BCNU-treated, synthetic oligonucleotide.",P E Gonzaga; T P Brent,1989-08-25,39.0,1.08,Published before 2000
P30CA010815,2780318,Structure of a mouse erythroid 5-aminolevulinate synthase gene and mapping of erythroid-specific DNAse I hypersensitive sites.,D S Schoenhaut; P J Curtis,1989-09-12,48.0,1.05,Published before 2000
P30CA016058,2780404,Effect of aerobic exercise on body weight and composition in patients with breast cancer on adjuvant chemotherapy.,M L Winningham; M G MacVicar; M Bondoc; J I Anderson; J P Minton,1989-01-01,138.0,4.52,Published before 2000
P30CA013330,2780558,Different 3'-end processing produces two independently regulated mRNAs from a single H1 histone gene.,G H Cheng; A Nandi; S Clerk; A I Skoultchi,1989-09-01,68.0,1.25,Published before 2000
P30CA043703,2780828,DNA lesions and DNA degradation in mouse lymphoma L5178Y cells after photodynamic treatment sensitized by chloroaluminum phthalocyanine.,N Ramakrishnan; N L Oleinick; M E Clay; M F Horng; A R Antunez; H H Evans,1989-09-01,39.0,1.6,Published before 2000
P30CA016058,2783140,Synergistic interaction between 13-cis-retinoic acid and glucarate: activity against rat mammary tumor induction and MCF-7 cells.,H Abou-Issa; A Koolemans-Beynen; J P Minton; T E Webb,1989-09-29,12.0,0.57,Published before 2000
P30CA014520,2783381,Decrease in estradiol-stimulated progesterone receptor production in MCF-7 cells by epidermal growth factor and possible clinical implication for paracrine-regulated breast cancer growth.,E M Cormier; M F Wolf; V C Jordan,1989-02-01,45.0,1.14,Published before 2000
P30CA012197,2783440,Evidence against the existence of a membrane form of murine IL-1 alpha.,L L Minnich-Carruth; J Suttles; S B Mizel,1989-01-15,47.0,1.13,Published before 2000
P30CA010815,2783644,Epidermal growth factor (EGF) and monoclonal antibody to cell surface EGF receptor bind to the same chromatin receptor.,E M Rakowicz-Szulczynska; D Otwiaska; U Rodeck; H Koprowski,1989-02-01,49.0,1.29,Published before 2000
P30CA016058,2783731,Pentostatin in the treatment of advanced hairy cell leukemia.,E H Kraut; B A Bouroncle; M R Grever,1989-02-01,142.0,5.11,Published before 2000
P30CA016042,2783740,In vitro mutagenesis of the human T-cell leukemia virus types I and II tax genes.,A J Cann; J D Rosenblatt; W Wachsman; I S Chen,1989-03-01,22.0,0.43,Published before 2000
P30CA033572,2783862,Monocytoid B-cell lymphoma: its evolution and relationship to other low-grade B-cell neoplasms.,S T Traweek; K Sheibani; C D Winberg; R R Mena; A M Wu; H Rappaport,1989-02-01,73.0,2.38,Published before 2000
P30CA014520,2784101,Contrasting ability of antiestrogens to inhibit MCF-7 growth stimulated by estradiol or epidermal growth factor.,E M Cormier; V C Jordan,1989-01-01,60.0,1.74,Published before 2000
P30CA033572,2784492,Refractory metastatic breast cancer: salvage therapy with fluorouracil and high-dose continuous infusion leucovorin calcium.,J H Doroshow; L Leong; K Margolin; B Flanagan; D Goldberg; M Bertrand; S Akman; B Carr; O Odujinrin; E Newman,1989-04-01,72.0,3.06,Published before 2000
P30CA023074,2784796,Increased peripheral blood leukocyte cytotoxic activity in cancer patients during the continuous intravenous administration of recombinant human tumor necrosis factor.,P S Charnetsky; R A Greisman; S E Salmon; E M Hersh; P Scuderi,1989-01-01,6.0,0.24,Published before 2000
P30CA006927,2784835,"Approaches to isozyme-specific inhibitors. 16. A novel methyl-C5' covalent adduct of L-ethionine and beta,gamma-imido-ATP as a potent multisubstrate inhibitor of rat methionine adenosyltransferases.",V M Vrudhula; F Kappler; C Afshar; S L Ginell; L Lessinger; A Hampton,1989-04-01,10.0,0.32,Published before 2000
P30CA008748,2785366,High-dose leucovorin reverses acute high-dose methotrexate neurotoxicity in the rat.,P C Phillips; H T Thaler; J C Allen; D A Rottenberg,1989-04-01,8.0,0.31,Published before 2000
P30CA023108,2785384,Enhancement in rats by the liver tumor promoter ethinyl estradiol of a serum factor(s) which is stimulatory for hepatocyte DNA synthesis.,Y E Shi; J D Yager,1989-04-14,14.0,0.51,Published before 2000
P30CA015704,2785555,Expression of lymphocyte adhesion receptors for high endothelium in primates. Anatomic partitioning and linkage to activation.,D M Willerford; P A Hoffman; W M Gallatin,1989-05-15,33.0,0.7,Published before 2000
P30CA042014,2786024,Stimulation of mouse lymphocytes by a mitogen derived from Mycoplasma arthritidis. VII. Responsiveness is associated with expression of a product(s) of the V beta 8 gene family present on the T cell receptor alpha/beta for antigen.,B C Cole; D R Kartchner; D J Wells,1989-06-15,50.0,0.96,Published before 2000
P30CA006927,2786211,Induction of multiple independent T-cell lymphomas in rats inoculated with MOloney murine leukemia virus.,A Bellacosa; P A Lazo; S E Bear; S Shinton; P N Tsichlis,1989-06-01,4.0,0.06,Published before 2000
P30CA023108,2786453,Effects of the liver tumor promoter ethinyl estradiol on epidermal growth factor-induced DNA synthesis and epidermal growth factor receptor levels in cultured rat hepatocytes.,Y E Shi; J D Yager,1989-07-01,56.0,1.74,Published before 2000
P30CA010815,2786497,SV40 T antigen acts as a minor histocompatibility antigen of SV40 T antigen tolerant transgenic mice.,A Juretic; B B Knowles,1989-01-01,14.0,0.28,Published before 2000
P30CA006927,2786751,Phase I evaluation of an anti-breast carcinoma monoclonal antibody 260F9-recombinant ricin A chain immunoconjugate.,L M Weiner; J O'Dwyer; J Kitson; R L Comis; A E Frankel; R J Bauer; M S Konrad; E S Groves,1989-07-15,114.0,3.29,Published before 2000
P30CA006927,2787391,Effector characteristics of the IgG3 murine monoclonal antibody 113F1.,L M Weiner; C M Zarou; J O'Brien; D Ring,1989-06-01,12.0,0.31,Published before 2000
P30CA021765,2787477,Secondary acute myeloid leukemia in children treated for acute lymphoid leukemia.,C H Pui; F G Behm; S C Raimondi; R K Dodge; S L George; G K Rivera; J Mirro; D K Kalwinsky; G V Dahl; S B Murphy,1989-07-20,444.0,12.05,Published before 2000
P30CA030199,2787511,An alternative cytoplasmic domain of the integrin beta 3 subunit.,T H van Kuppevelt; L R Languino; J O Gailit; S Suzuki; E Ruoslahti,1989-07-01,127.0,2.47,Published before 2000
P30CA042014,2787976,Severe myocarditis following high-dose interleukin-2 administration.,W E Samlowski; J H Ward; C M Craven; R A Freedman,1989-08-01,43.0,1.25,Published before 2000
P30CA043703,2788316,Indomethacin-enhanced immunotherapy of pulmonary metastases using IL-2 and IFN-alpha.,B Kim; P Warnaka,1989-08-01,14.0,0.42,Published before 2000
P30CA008748,2788607,Genomic organization and chromosomal assignment for a serine protease gene (CSPB) expressed by human cytotoxic lymphocytes.,J L Klein; T B Shows; B Dupont; J A Trapani,1989-07-01,45.0,1.04,Published before 2000
P30CA043703,2788617,Urinary interleukin-2 inhibition in patients with cystitis.,J D Fleischmann; D B Wentworth; K M Thomas; A L Imbembo,1989-07-01,8.0,0.24,Published before 2000
P30CA043703,2789094,Urinary interleukins in patients receiving intravesical Bacillus Calmette-Guerin therapy for superficial bladder cancer.,J D Fleischmann; Z Toossi; J J Ellner; D B Wentworth; T L Ratliff; A L Imbembo,1989-10-01,57.0,1.64,Published before 2000
P30CA042014,2789275,Hypocholesterolemia in patients treated with recombinant interleukin-2: appearance of remnant-like lipoproteins.,D E Wilson; G R Birchfield; J S Hejazi; J H Ward; W E Samlowski,1989-10-01,36.0,1.16,Published before 2000
P30CA033572,2790032,Resistance to hydrogen peroxide associated with altered catalase mRNA stability in MCF7 breast cancer cells.,S A Akman; G Forrest; F F Chu; J H Doroshow,1989-09-21,30.0,0.79,Published before 2000
P30CA014520,2790129,Design and analysis of phase I clinical trials.,B E Storer,1989-09-01,478.0,11.1,Published before 2000
P30CA023074,2790197,Effects of tumor necrosis factor on sensitive and multidrug resistant human leukemia and myeloma cell lines.,S E Salmon; B Soehnlen; W S Dalton; P Meltzer; P Scuderi,1989-10-01,41.0,1.05,Published before 2000
P30CA006973,2790333,Correlation of hematologic recovery with CFU-GM content of autologous bone marrow grafts treated with 4-hydroperoxycyclophosphamide. Culture after cryopreservation.,S D Rowley; S Piantadosi; G W Santos,1989-09-01,21.0,0.73,Published before 2000
P30CA012197,2790700,The relation of flow cytometry to clinical and biologic characteristics in women with node negative primary breast cancer.,H B Muss; T E Kute; L D Case; L R Smith; C Booher; R Long; L Kammire; B Gregory; J K Brockschmidt,1989-11-01,106.0,5.15,Published before 2000
P30CA008748,2790774,Detection of posttransplant minimal disease chronic myelogenous leukemia by bcr rearrangement analysis.,A E Anderson; N R Schneider; G J Allen; R Ranganathan; J Burns; S C Jhanwar; E A Klein; I Cunningham; R J O'Reilly; R S Chaganti,1989-11-01,3.0,0.08,Published before 2000
P30CA021765,2790792,Effect of duration of exposure to verapamil on vincristine activity against multidrug-resistant human leukemic cell lines.,C E Cass; A Janowska-Wieczorek; M A Lynch; H Sheinin; A A Hindenburg; W T Beck,1989-11-01,68.0,2.11,Published before 2000
P30CA036727,2790796,Enhancement of pancreatic carcinogenesis in hamsters fed a high-fat diet ad libitum and at a controlled calorie intake.,D F Birt; A D Julius; L T White; P M Pour,1989-11-01,52.0,1.4,Published before 2000
P30CA006973,2790800,"Induction of endonucleolytic DNA cleavage in human acute myelogenous leukemia cells by etoposide, camptothecin, and other cytotoxic anticancer drugs: a cautionary note.",S H Kaufmann,1989-11-01,1058.0,24.46,Published before 2000
P30CA016056,2792392,Clinical factors and treatment parameters affecting prognosis in adult high-grade soft tissue sarcomas: a retrospective review of 267 cases.,W Ruka; L J Emrich; D L Driscoll; C P Karakousis,1989-10-01,17.0,0.73,Published before 2000
P30CA006927,2793187,The human homolog of the Moloney leukemia virus integration 2 locus (MLV12) maps to band p14 of chromosome 5.,N P Anagnou; A Economou-Pachnis; S J O'Brien; W S Modi; A W Nienhuis; P N Tsichlis,1989-08-01,13.0,0.32,Published before 2000
P30CA012197,2793373,Phase I study of vincristine and escalating doses of etoposide.,D V Jackson; J M Cruz; P J Zekan; M E Caponera; C L Spurr; D R White; F Richards; H B Muss,1989-07-01,2.0,0.12,Published before 2000
P30CA021765,2793374,Phase I study of 4'-deoxydoxorubicin (esorubicin) in children with malignant solid tumors.,C B Pratt; E C Douglass; W H Meyer; F A Hayes; M E Horowitz; E I Thompson; L Avery,1989-07-01,1.0,0.05,Published before 2000
P30CA021765,2795346,Role of flexible bronchoscopy in the diagnosis of pulmonary infiltrates in pediatric patients with cancer.,D C Stokes; J L Shenep; D Parham; P M Bozeman; W Marienchek; P W Mackert,1989-10-01,53.0,2.59,Published before 2000
P30CA016058,2795606,Boron neutron capture therapy: linkage of a boronated macromolecule to monoclonal antibodies directed against tumor-associated antigens.,F Alam; A H Soloway; R F Barth; N Mafune; D M Adams; W H Knoth,1989-10-01,37.0,1.34,Published before 2000
P30CA021765,2795713,Avian-to-human transmission of the PB1 gene of influenza A viruses in the 1957 and 1968 pandemics.,Y Kawaoka; S Krauss; R G Webster,1989-11-01,606.0,16.27,Published before 2000
P30CA013330,2796992,The efficiency of 3'-end formation contributes to the relative levels of different histone mRNAs.,T J Liu; B J Levine; A I Skoultchi; W F Marzluff,1989-08-01,37.0,0.69,Published before 2000
P30CA006927,2796998,The major and minor chicken vitellogenin genes are each adjacent to partially deleted pseudogene copies of the other.,R Silva; A H Fischer; J B Burch,1989-08-01,26.0,0.71,Published before 2000
P30CA021765,2800339,Evolutionary pathways of the PA genes of influenza A viruses.,K Okazaki; Y Kawaoka; R G Webster,1989-10-01,52.0,1.69,Published before 2000
P30CA015083,2801718,Computer program for handling investigational oncology drugs.,N L Burnham; S A Elcombe; C R Skorlinski; J L Kosanke; J S Kovach,1989-09-01,1.0,0.21,Published before 2000
P30CA036727,2801783,Chromosome deletion of Xq25 in an individual with X-linked lymphoproliferative disease.,H E Wyandt; H L Grierson; W G Sanger; J C Skare; A Milunsky; D T Purtilo,1989-07-01,43.0,1.1,Published before 2000
P30CA021765,2802044,Management and prognosis of head and neck sarcomas.,B N Rao; V M Santana; I D Fleming; C B Pratt; D Shapiro; J Fontanesi; A P Kumar; B A Austin,1989-10-01,16.0,0.96,Published before 2000
P30CA015704,2804360,Analysis of the origin of marrow cells in bone marrow transplant recipients using a Y-chromosome-specific in situ hybridization assay.,D M Durnam; K R Anders; L Fisher; J O'Quigley; E M Bryant; E D Thomas,1989-11-01,136.0,3.92,Published before 2000
P30CA006516,2804933,"Psychosocial factors, curative therapies, and behavioral outcomes. A comparison of testis cancer survivors and a control group of healthy men.",P P Rieker; E M Fitzgerald; L A Kalish; J P Richie; G S Lederman; S D Edbril; M B Garnick,1989-12-01,84.0,2.93,Published before 2000
P30CA008748,2804980,DNA in situ sensitivity to denaturation as a marker of human breast tumors.,J E Kunicka; W Olszewski; P P Rosen; M Kimmel; M R Melamed; Z Darzynkiewicz,1989-11-15,6.0,0.23,Published before 2000
P30CA036727,2805225,Prevention of rectal cancer induced by N-nitrosobis(2-oxopropyl)-amine by exogenous testosterone in MRC rats.,P M Pour; K Kazakoff,1989-11-01,1.0,0.04,Published before 2000
P30CA013148,2805788,Pauciclonal B cell involvement in production of immunoglobulin in scid Ig+ mice.,J F Kearney; N Solvason; R Stohrer; J Ma; V Van Cleave; A Leheun; G Fulop; M Fried,1989-01-01,7.0,0.12,Published before 2000
P30CA006927,2805798,Nature of the scid defect: a defective VDJ recombinase system.,W Schuler; M J Bosma,1989-01-01,32.0,0.52,Published before 2000
P30CA036727,2806770,Inhibitory effects of transforming growth factor-beta on laminin production and growth exhibited by endoderm-like cells derived from embryonal carcinoma cells.,D Kelly; A Rizzino,1989-07-01,25.0,0.48,Published before 2000
P30CA016672,2806772,Activated macrophages distinguish undifferentiated-tumorigenic from differentiated-nontumorigenic murine erythroleukemia cells.,C C Pak; I J Fidler,1989-07-01,12.0,0.35,Published before 2000
P30CA043703,2808409,Kinetics of beta-tubulin exchange following translation. Evidence for a slow conformational change in beta-tubulin necessary for incorporation into heterodimers.,M B Yaffe; G W Farr; H Sternlicht,1989-11-15,10.0,0.17,Published before 2000
P30CA012197,2808619,Determination of 3H-labelled cytosine arabinoside and eight metabolites in cell extracts by high-performance liquid chromatography and scintillation spectrometry.,L M Wang; C N Woodward; J C White; R L Capizzi,1989-07-21,5.0,0.21,Published before 2000
P30CA021765,2808635,Improved high-performance liquid chromatographic method using loop-column extraction for analysis of idarubicin and idarubicinol in plasma.,S S de Graaf; C A Riley-Stewart; W E Evans,1989-07-21,4.0,0.29,Published before 2000
P30CA016087,2808787,Age and malignant melanoma: comparison of variables in different age-groups.,J K Rivers; M C Kelly; A W Kopf; B Welkovich; R S Bart,1989-10-01,25.0,0.93,Published before 2000
P30CA013148,2809203,The early B lineage antigen BP-1 and the transformation-associated antigen 6C3 are on the same molecule.,Q Wu; G F Tidmarsh; P A Welch; J H Pierce; I L Weissman; M D Cooper,1989-11-15,28.0,0.54,Published before 2000
P30CA023074,2809686,Clinical pharmacology of a novel diarylsulfonylurea anticancer agent.,C W Taylor; D S Alberts; M A Ketcham; W G Satterlee; M T Holdsworth; P M Plezia; Y M Peng; T M McCloskey; D J Roe; M Hamilton,1989-11-01,52.0,1.67,Published before 2000
P30CA021765,2809687,Variability in the disposition of intraventricular methotrexate: a proposal for rational dosing.,D R Strother; A Glynn-Barnhart; E Kovnar; R E Gregory; S B Murphy,1989-11-01,19.0,0.85,Published before 2000
P30CA033572,2810490,"A comparative study of the ileal conduit, Kock pouch and modified Indiana pouch.",T E Ahlering; A C Weinberg; B Razor,1989-11-01,26.0,1.81,Published before 2000
P30CA016058,2811369,Inhibition of rat liver microsomal estrogen 2-hydroxylase by 2-methoxyestrogens.,R W Brueggemeier; U Singh,1989-10-01,8.0,0.29,Published before 2000
P30CA016672,2811474,Activated human blood monocytes trigger the antitumor activity of blood polymorphonuclear cells.,I J Fidler; A Nii; J Y Tsao; S Davis; E S Kleinerman,1989-01-01,7.0,0.21,Published before 2000
P30CA033572,2811913,Hydrolysis of N3-methyl-2'-deoxycytidine: model compound for reactivity of protonated cytosine residues in DNA.,L C Sowers; W D Sedwick; B R Shaw,1989-11-01,23.0,0.55,Published before 2000
