coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,project_id,project_start_date,day_diff
P50CA159981,21385923,The role of KRAS rs61764370 in invasive epithelial ovarian cancer: implications for clinical testing.,Paul D P Pharoah;Rachel T Palmieri;Susan J Ramus;Simon A Gayther;Irene L Andrulis;Hoda Anton-Culver;Natalia Antonenkova;Antonis C Antoniou;David Goldgar;BCFR Investigators;Mary S Beattie;Matthias W Beckmann;Michael J Birrer;Natalia Bogdanova;Kelly L Bolton;Wendy Brewster;Angela Brooks-Wilson;Robert Brown;Ralf Butzow;Trinidad Caldes;Maria Adelaide Caligo;Ian Campbell;Jenny Chang-Claude;Y Ann Chen;Linda S Cook;Fergus J Couch;Daniel W Cramer;Julie M Cunningham;Evelyn Despierre;Jennifer A Doherty;Thilo Dörk;Matthias Dürst;Diana M Eccles;Arif B Ekici;Douglas Easton;EMBRACE Investigators;Peter A Fasching;Anna de Fazio;David A Fenstermacher;James M Flanagan;Brooke L Fridley;Eitan Friedman;Bo Gao;Olga Sinilnikova;GEMO Study Collaborators;Aleksandra Gentry-Maharaj;Andrew K Godwin;Ellen L Goode;Marc T Goodman;Jenny Gross;Thomas V O Hansen;Paul Harnett;Matti Rookus;HEBON Investigators;Tuomas Heikkinen;Rebecca Hein;Claus Høgdall;Estrid Høgdall;Edwin S Iversen;Anna Jakubowska;Sharon E Johnatty;Beth Y Karlan;Noah D Kauff;Stanley B Kaye;Georgia Chenevix-Trench;kConFab Investigators and the Consortium of Investigators of Modifiers of BRCA1/2;Linda E Kelemen;Lambertus A Kiemeney;Susanne Krüger Kjaer;Diether Lambrechts;James P Lapolla;Conxi Lázaro;Nhu D Le;Arto Leminen;Karin Leunen;Douglas A Levine;Yi Lu;Lene Lundvall;Stuart Macgregor;Tamara Marees;Leon F Massuger;John R McLaughlin;Usha Menon;Marco Montagna;Kirsten B Moysich;Steven A Narod;Katherine L Nathanson;Lotte Nedergaard;Roberta B Ness;Heli Nevanlinna;Stefan Nickels;Ana Osorio;Jim Paul;Celeste Leigh Pearce;Catherine M Phelan;Malcolm C Pike;Paolo Radice;Mary Anne Rossing;Joellen M Schildkraut;Thomas A Sellers;Christian F Singer;Honglin Song;Daniel O Stram;Rebecca Sutphen;Annika Lindblom;SWE-BRCA Investigators;Kathryn L Terry;Ya-Yu Tsai;Anne M van Altena;Ignace Vergote;Robert A Vierkant;Allison F Vitonis;Christine Walsh;Shan Wang-Gohrke;Barbara Wappenschmidt;Anna H Wu;Argyrios Ziogas;Andrew Berchuck;Harvey A Risch;Ovarian Cancer Association Consortium,2011-03-08,40,0.99,P50CA159981,2013-09-18T12:09:00Z,925
R33CA174575,21415896,Targeted deep resequencing of the human cancer genome using next-generation technologies.,Samuel Myllykangas;Hanlee P Ji,2010-01-01,8,0.16,R33CA174575,2013-05-01T12:05:00Z,1216
R33CA173359,21427552,Mechanism of cell adaptation: when and how do cancer cells develop chemoresistance?,Valentina Fodale;Mariaelena Pierobon;Lance Liotta;Emanuel Petricoin,2011-01-01,139,3.71,R33CA173359,2012-09-20T12:09:00Z,628
U54CA163071,21479572,Enhancing oncology health care provider's sensitivity to cultural communication to reduce cancer disparities: a pilot study.,Gwendolyn P Quinn;Julio Jimenez;Cathy D Meade;Teresita Muñoz-Antonia;Clement K Gwede;Eida Castro;Susan T Vadaparampil;Vani Nath Simmons;Jessica McIntyre;Theresa T Crocker;Thomas H Brandon,2011-06-01,12,0.46,U54CA163071,2012-09-25T12:09:00Z,482
U10CA180821,21529989,A phase II trial of high dose carboplatin and paclitaxel with G-CSF and peripheral blood stem cell support followed by surgery and/or chest radiation in patients with stage III non-small cell lung cancer: CALGB 9531.,Gregory A Masters;Xiaofei Wang;Lydia Hodgson;Thomas Shea;Everett Vokes;Mark Green,2011-05-06,2,0.05,U10CA180821,2014-04-17T12:04:00Z,1077
U54CA190155,21567426,Human papillomavirus 16 variants from Zambian women with normal pap smears.,Yan Jun Lei;Kgomotso Makhaola;Daraporn Pittayakhajonwut;Charles Wood;Peter C Angeletti,2011-07-01,4,0.14,U54CA190155,2014-09-17T12:09:00Z,1174
R21CA177535,21574647,Protein pathway activation mapping of brain metastasis from lung and breast cancers reveals organ type specific drug target activation.,Giuseppina Improta;Angela Zupa;Helen Fillmore;Jianghong Deng;Michele Aieta;Pellegrino Musto;Lance A Liotta;William Broaddus;Emanuel F Petricoin;Julia D Wulfkuhle,2011-05-27,30,0.72,R21CA177535,2013-09-01T12:09:00Z,828
UM1CA186709,21706030,Compromised CDK1 activity sensitizes BRCA-proficient cancers to PARP inhibition.,Neil Johnson;Yu-Chen Li;Zandra E Walton;Katherine A Cheng;Danan Li;Scott J Rodig;Lisa A Moreau;Christine Unitt;Roderick T Bronson;Huw D Thomas;David R Newell;Alan D D'Andrea;Nicola J Curtin;Kwok-Kin Wong;Geoffrey I Shapiro,2011-06-26,211,4.62,UM1CA186709,2014-03-13T12:03:00Z,991
U10CA180821,21892702,Impact of mammographic screening on the detection of good and poor prognosis breast cancers.,Laura J Esserman;Yiwey Shieh;Emiel J T Rutgers;Michael Knauer;Valesca P Retèl;Stella Mook;Annuska M Glas;Dan H Moore;Sabine Linn;Flora E van Leeuwen;Laura J van 't Veer,2011-09-04,65,1.54,U10CA180821,2014-04-17T12:04:00Z,956
R33CA173359,21907916,Cancer biomarkers: closer to delivering on their promise.,Lance A Liotta;Emanuel Petricoin,2011-09-13,18,0.41,R33CA173359,2012-09-20T12:09:00Z,373
R33CA186790,21990424,Comparison of humoral immune responses to Epstein-Barr virus and Kaposi's sarcoma-associated herpesvirus using a viral proteome microarray.,Dasheng Zheng;Jun Wan;Yong Gu Cho;Leyao Wang;Chuang-Jiun Chiou;Shweta Pai;Crystal Woodard;Jian Zhu;Gangling Liao;Otoniel Martinez-Maza;Jiang Qian;Heng Zhu;Gary S Hayward;Richard F Ambinder;S Diane Hayward,2011-10-11,25,0.71,R33CA186790,2015-05-01T12:05:00Z,1298
UM1CA186716,22038997,Pharmacodynamic study using FLT PET/CT in patients with renal cell cancer and other solid malignancies treated with sunitinib malate.,Glenn Liu;Robert Jeraj;Matt Vanderhoek;Scott Perlman;Jill Kolesar;Michael Harrison;Urban Simoncic;Jens Eickhoff;Lakeesha Carmichael;Bo Chao;Rebecca Marnocha;Percy Ivy;George Wilding,2011-10-28,44,1.37,UM1CA186716,2014-03-19T12:03:00Z,873
P50CA180995,22077888,Association of prostate cancer risk alleles with unfavourable pathological characteristics in potential candidates for active surveillance.,Barry B McGuire;Brian T Helfand;Shilajit Kundu;Qiaoyan Hu;Jessica A Banks;Phillip Cooper;William J Catalona,2011-11-11,12,0.29,P50CA180995,2015-08-18T12:08:00Z,1376
R21CA177535,22081360,Inventions and patents: a practical tutorial.,J Lille Tidwell;Lance A Liotta,2012-01-01,2,0.11,R21CA177535,2013-09-01T12:09:00Z,609
R33CA206937,22081360,Inventions and patents: a practical tutorial.,J Lille Tidwell;Lance A Liotta,2012-01-01,2,0.11,R33CA206937,2016-09-01T12:09:00Z,1705
R33CA186790,22398289,SUMO binding by the Epstein-Barr virus protein kinase BGLF4 is crucial for BGLF4 function.,Renfeng Li;Leyao Wang;Gangling Liao;Catherine M Guzzo;Michael J Matunis;Heng Zhu;S Diane Hayward,2012-03-07,52,1.48,R33CA186790,2015-05-01T12:05:00Z,1150
U10CA180821,22421007,Interim [(18)F]fluorodeoxyglucose positron emission tomography imaging in stage I-II non-bulky Hodgkin lymphoma: would using combined positron emission tomography and computed tomography criteria better predict response than each test alone?,Lale Kostakoglu;Heiko Schöder;Jeffrey L Johnson;Nathan C Hall;Lawrence H Schwartz;David J Straus;Ann S LaCasce;Sin-Ho Jung;Nancy L Bartlett;George P Canellos;Bruce D Cheson;Cancer Leukemia Group B,2012-08-28,34,1.07,U10CA180821,2014-04-17T12:04:00Z,597
U10CA180821,22444716,Phase II interventional study (N0337) of capecitabine in combination with vinorelbine and trastuzumab for first- or second-line treatment of HER2-positive metastatic breast cancer: a north central cancer treatment group trial.,Winston W Tan;Jacob B Allred;Muhammad Salim;Patrick Flynn;Paul A S Fishkin;Philip J Stella;Martin Wiesenfeld;Albert M Bernath;Tom R Fitch;Edith A Perez,2012-04-01,7,0.16,U10CA180821,2014-04-17T12:04:00Z,746
R33CA182384,22627274,Wafer-scale mitochondrial membrane potential assays.,Tae-Sun Lim;Antonio Davila;Katayoun Zand;Douglas C Wallace;Peter J Burke,2012-05-25,12,0.36,R33CA182384,2015-02-01T12:02:00Z,982
R21CA177535,22740473,MS analysis reveals O-methylation of L-lactate dehydrogenase from pancreatic ductal adenocarcinoma cells.,Weidong Zhou;Michela Capello;Claudia Fredolini;Leda Racanicchi;Lorenzo Piemonti;Lance A Liotta;Francesco Novelli;Emanuel F Petricoin,2012-07-01,11,0.32,R21CA177535,2013-09-01T12:09:00Z,427
U10CA180821,22744771,Dose intensification of daunorubicin and cytarabine during treatment of adult acute lymphoblastic leukemia: results of Cancer and Leukemia Group B Study 19802.,Wendy Stock;Jeffrey L Johnson;Richard M Stone;Jonathan E Kolitz;Bayard L Powell;Meir Wetzler;Peter Westervelt;Guido Marcucci;Daniel J DeAngelo;James W Vardiman;Diane McDonnell;Krzysztof Mrózek;Clara D Bloomfield;Richard A Larson,2012-06-28,86,2.51,U10CA180821,2014-04-17T12:04:00Z,658
UM1CA186709,22763439,Tumour micro-environment elicits innate resistance to RAF inhibitors through HGF secretion.,Ravid Straussman;Teppei Morikawa;Kevin Shee;Michal Barzily-Rokni;Zhi Rong Qian;Jinyan Du;Ashli Davis;Margaret M Mongare;Joshua Gould;Dennie T Frederick;Zachary A Cooper;Paul B Chapman;David B Solit;Antoni Ribas;Roger S Lo;Keith T Flaherty;Shuji Ogino;Jennifer A Wargo;Todd R Golub,2012-07-26,1379,35.25,UM1CA186709,2014-03-13T12:03:00Z,595
U10CA180821,22897733,The impact of initial fludarabine therapy on transformation to Richter syndrome or prolymphocytic leukemia in patients with chronic lymphocytic leukemia: analysis of an intergroup trial (CALGB 9011).,Melhem Solh;Kanti R Rai;Bercedis L Peterson;Jonathan E Kolitz;Frederick R Appelbaum;Martin S Tallman;Andrew Belch;Richard A Larson;Vicki A Morrison,2012-09-08,31,0.77,U10CA180821,2014-04-17T12:04:00Z,586
U10CA180821,23014970,Validation of the lung cancer staging system revisions using a large prospective clinical trial database (ACOSOG Z0030).,Juan J Fibla;Stephen D Cassivi;Paul A Decker;Mark S Allen;Gail E Darling;Rodney J Landreneau;Robert J McKenna;Joe B Putnam;ACOSOG Z0030 Study Group,2012-09-26,13,0.36,U10CA180821,2014-04-17T12:04:00Z,568
U10CA180821,23040416,Re-evaluation of the prognostic value of visceral pleura invasion in Stage IB non-small cell lung cancer using the prospective multicenter ACOSOG Z0030 trial data set.,Juan J Fibla;Stephen D Cassivi;Alessandro Brunelli;Paul A Decker;Mark S Allen;Gail E Darling;Rodney J Landreneau;Joe B Putnam,2012-10-03,39,1.28,U10CA180821,2014-04-17T12:04:00Z,561
UM1CA186709,23245996,Synthetic lethal interaction of combined BCL-XL and MEK inhibition promotes tumor regressions in KRAS mutant cancer models.,Ryan B Corcoran;Katherine A Cheng;Aaron N Hata;Anthony C Faber;Hiromichi Ebi;Erin M Coffee;Patricia Greninger;Ronald D Brown;Jason T Godfrey;Travis J Cohoon;Youngchul Song;Eugene Lifshits;Kenneth E Hung;Toshi Shioda;Dora Dias-Santagata;Anurag Singh;Jeffrey Settleman;Cyril H Benes;Mari Mino-Kenudson;Kwok-Kin Wong;Jeffrey A Engelman,2012-12-13,311,7.35,UM1CA186709,2014-03-13T12:03:00Z,455
P50CA190991,23280793,Laminin alpha 2 enables glioblastoma stem cell growth.,Justin D Lathia;Meizhang Li;Peter E Hall;Joseph Gallagher;James S Hale;Qiulian Wu;Monica Venere;Emily Levy;M R Sandhya Rani;Ping Huang;Eunnyung Bae;Julia Selfridge;Lin Cheng;Hacer Guvenc;Roger E McLendon;Ichiro Nakano;Andrew E Sloan;Heidi S Phillips;Albert Lai;Candece L Gladson;Markus Bredel;Shideng Bao;Anita B Hjelmeland;Jeremy N Rich,2012-11-01,122,3.21,P50CA190991,2014-09-24T12:09:00Z,692
U01CA274298,23399928,Bayesian Case Influence Measures for Statistical Models with Missing Data.,Hongtu Zhu;Joseph G Ibrahim;Hyunsoon Cho;Niansheng Tang,2010-08-01,1,0.07,U01CA274298,2022-09-01T12:09:00Z,4414
R21CA177479,23480678,Comparative glycomics of leukocyte glycosaminoglycans.,Chun Shao;Xiaofeng Shi;Mitchell White;Yu Huang;Kevan Hartshorn;Joseph Zaia,2013-04-02,38,1.27,R21CA177479,2014-07-01T12:07:00Z,455
R33CA182384,23678849,Nanofluidic platform for single mitochondria analysis using fluorescence microscopy.,Katayoun Zand;Ted Pham;Antonio Davila;Douglas C Wallace;Peter J Burke,2013-05-31,21,0.61,R33CA182384,2015-02-01T12:02:00Z,611
U01CA217875,23725674,Targeting protein-protein interactions as an anticancer strategy.,Andrei A Ivanov;Fadlo R Khuri;Haian Fu,2013-05-29,247,7.02,U01CA217875,2017-08-01T12:08:00Z,1525
P50CA186784,24011769,Biology and therapeutic potential of PI3K signaling in ER+/HER2-negative breast cancer.,Xiaoyong Fu;C Kent Osborne;Rachel Schiff,2013-09-05,65,1.89,P50CA186784,2014-09-19T12:09:00Z,379
P50CA186786,24135919,Reconstructing targetable pathways in lung cancer by integrating diverse omics data.,O Alejandro Balbin;John R Prensner;Anirban Sahu;Anastasia Yocum;Sunita Shankar;Rohit Malik;Damian Fermin;Saravana M Dhanasekaran;Benjamin Chandler;Dafydd Thomas;David G Beer;Xuhong Cao;Alexey I Nesvizhskii;Arul M Chinnaiyan,2013-01-01,55,1.33,P50CA186786,2014-09-11T12:09:00Z,618
P50CA180995,24345439,Prostate cancer risk alleles are associated with prostate cancer volume and prostate size.,Daniel Reinhardt;Brian T Helfand;Phillip R Cooper;Kimberly A Roehl;William J Catalona;Stacy Loeb,2013-12-15,381,11.3,P50CA180995,2015-08-18T12:08:00Z,611
P50CA180995,24390282,A prostate cancer susceptibility allele at 6q22 increases RFX6 expression by modulating HOXB13 chromatin binding.,Qilai Huang;Thomas Whitington;Ping Gao;Johan F Lindberg;Yuehong Yang;Jielin Sun;Marja-Riitta Väisänen;Robert Szulkin;Matti Annala;Jian Yan;Lars A Egevad;Kai Zhang;Ruizhu Lin;Arttu Jolma;Matti Nykter;Aki Manninen;Fredrik Wiklund;Markku H Vaarala;Tapio Visakorpi;Jianfeng Xu;Jussi Taipale;Gong-Hong Wei,2014-01-05,26,0.82,P50CA180995,2015-08-18T12:08:00Z,590
R33CA202064,24431113,Cancer cell profiling by barcoding allows multiplexed protein analysis in fine-needle aspirates.,Adeeti V Ullal;Vanessa Peterson;Sarit S Agasti;Suan Tuang;Dejan Juric;Cesar M Castro;Ralph Weissleder,2014-01-15,662,17.34,R33CA202064,2016-08-02T12:08:00Z,930
U01CA217875,24704832,Nuclear PRAS40 couples the Akt/mTORC1 signaling axis to the RPL11-HDM2-p53 nucleolar stress response pathway.,J J Havel;Z Li;D Cheng;J Peng;H Fu,2014-04-07,31,0.84,U01CA217875,2017-08-01T12:08:00Z,1212
U01CA217875,24713434,Global transcriptome analysis of formalin-fixed prostate cancer specimens identifies biomarkers of disease recurrence.,Qi Long;Jianpeng Xu;Adeboye O Osunkoya;Soma Sannigrahi;Brent A Johnson;Wei Zhou;Theresa Gillespie;Jong Y Park;Robert K Nam;Linda Sugar;Aleksandra Stanimirovic;Arun K Seth;John A Petros;Carlos S Moreno,2014-04-08,13,0.49,U01CA217875,2017-08-01T12:08:00Z,1211
U24CA224309,24766814,Single-cell trajectory detection uncovers progression and regulatory coordination in human B cell development.,Sean C Bendall;Kara L Davis;El-Ad David Amir;Michelle D Tadmor;Erin F Simonds;Tiffany J Chen;Daniel K Shenfeld;Garry P Nolan;Dana Pe'er,2014-04-24,73,2.03,U24CA224309,2017-09-30T12:09:00Z,1255
P50CA180995,24789033,Vitamin D deficiency predicts prostate biopsy outcomes.,Adam B Murphy;Yaw Nyame;Iman K Martin;William J Catalona;Courtney M P Hollowell;Robert B Nadler;James M Kozlowski;Kent T Perry;Andre Kajdacsy-Balla;Rick Kittles,2014-05-01,21,0.63,P50CA180995,2015-08-18T12:08:00Z,474
P50CA180995,24875621,Cooperativity and equilibrium with FOXA1 define the androgen receptor transcriptional program.,Hong-Jian Jin;Jonathan C Zhao;Longtao Wu;Jung Kim;Jindan Yu,2014-05-30,99,2.46,P50CA180995,2015-08-18T12:08:00Z,445
P50CA196530,24919399,Addressing the evidence for FDA nicotine replacement therapy label changes: a policy statement of the Association for the Treatment of Tobacco use and Dependence and the Society for Research on Nicotine and Tobacco.,Lisa M Fucito;Matthew P Bars;Ariadna Forray;Alana M Rojewski;Saul Shiffman;Peter Selby;Robert West;Jonathan Foulds;Benjamin A Toll;Writing Committee for the SRNT Policy and Treatment Networks,2014-06-11,11,0.39,P50CA196530,2015-08-26T12:08:00Z,441
U24CA210978,24995579,Endometrial Carcinoma Recurrence Score (ECARS) validates to identify aggressive disease and associates with markers of epithelial-mesenchymal transition and PI3K alterations.,E Wik;J Trovik;K Kusonmano;E Birkeland;M B Raeder;I Pashtan;E A Hoivik;C Krakstad;H M J Werner;F Holst;S Mjøs;M K Halle;M Mannelqvist;K K Mauland;A M Oyan;I M Stefansson;K Petersen;R Simon;A D Cherniack;M Meyerson;K H Kalland;L A Akslen;H B Salvesen,2014-07-01,10,0.32,U24CA210978,2016-09-15T12:09:00Z,807
R33CA204704,25133322,Electroporation-delivered fluorescent protein biosensors for probing molecular activities in cells without genetic encoding.,Chen Sun;Mingxing Ouyang;Zhenning Cao;Sai Ma;Hamzeh Alqublan;Nammalwar Sriranganathan;Yingxiao Wang;Chang Lu,2014-10-09,33,0.99,R33CA204704,2017-08-10T12:08:00Z,1036
R33CA202064,25543192,Exploring alternative ovarian cancer biomarkers using innovative nanotechnology strategies.,Cesar M Castro;Hyungsoon Im;Christine Le;Hakho Lee;Ralph Weissleder;Michael J Birrer,2015-03-01,333,14.11,R33CA202064,2016-08-02T12:08:00Z,520
U24CA210993,25592596,Causal inference in biology networks with integrated belief propagation.,Rui Chang;Jonathan R Karr;Eric E Schadt,2015-01-01,38,1.58,U24CA210993,2016-09-19T12:09:00Z,627
R21CA209875,25714012,Harnessing Noxa demethylation to overcome Bortezomib resistance in mantle cell lymphoma.,Violetta V Leshchenko;Pei-Yu Kuo;Zewei Jiang;Marc A Weniger;Jessica Overbey;Kieron Dunleavy;Wyndham H Wilson;Adrian Wiestner;Samir Parekh,2015-09-29,890,29.72,R21CA209875,2017-07-06T12:07:00Z,646
R33CA204704,25721888,Nuclear envelope proteins Nesprin2 and LaminA regulate proliferation and apoptosis of vascular endothelial cells in response to shear stress.,Yue Han;Lu Wang;Qing-Ping Yao;Ping Zhang;Bo Liu;Guo-Liang Wang;Bao-Rong Shen;Binbin Cheng;Yingxiao Wang;Zong-Lai Jiang;Ying-Xin Qi,2015-02-23,16,0.47,R33CA204704,2017-08-10T12:08:00Z,899
U54CA209971,25822800,Robust enumeration of cell subsets from tissue expression profiles.,Aaron M Newman;Chih Long Liu;Michael R Green;Andrew J Gentles;Weiguo Feng;Yue Xu;Chuong D Hoang;Maximilian Diehn;Ash A Alizadeh,2015-03-30,15,0.76,U54CA209971,2016-08-25T12:08:00Z,514
U54CA209992,25851023,Interplay between chemotaxis and contact inhibition of locomotion determines exploratory cell migration.,Benjamin Lin;Taofei Yin;Yi I Wu;Takanari Inoue;Andre Levchenko,2015-04-08,68,2.45,U54CA209992,2016-08-08T12:08:00Z,488
R33CA202064,26000053,On chip analysis of CNS lymphoma in cerebrospinal fluid.,Anna Turetsky;Kyungheon Lee;Jun Song;Randy J Giedt;Eunha Kim;Alexandra E Kovach;Ephraim P Hochberg;Cesar M Castro;Hakho Lee;Ralph Weissleder,2015-04-17,46,1.58,R33CA202064,2016-08-02T12:08:00Z,473
U24CA210993,26036856,"Motivations, concerns and preferences of personal genome sequencing research participants: Baseline findings from the HealthSeq project.",Saskia C Sanderson;Michael D Linderman;Sabrina A Suckiel;George A Diaz;Randi E Zinberg;Kadija Ferryman;Melissa Wasserstein;Andrew Kasarskis;Eric E Schadt,2015-06-03,50,1.82,U24CA210993,2016-09-19T12:09:00Z,474
U24CA210993,26085849,A regularized multivariate regression approach for eQTL analysis.,Xianlong Wang;Li Qin;Hexin Zhang;Yuzheng Zhang;Li Hsu;Pei Wang,2013-11-21,25,0.74,U24CA210993,2016-09-19T12:09:00Z,1033
R33CA202064,26098019,Single-cell magnetic imaging using a quantum diamond microscope.,D R Glenn;K Lee;H Park;R Weissleder;A Yacoby;M D Lukin;H Lee;R L Walsworth;C B Connolly,2015-06-22,35,1.13,R33CA202064,2016-08-02T12:08:00Z,407
U01CA227550,26154075,Curvature capillary migration of microspheres.,Nima Sharifi-Mood;Iris B Liu;Kathleen J Stebe,2015-07-08,31,0.92,U01CA227550,2018-06-01T12:06:00Z,1059
U54CA209997,26178156,A hybrid method for protein-protein interface prediction.,Howook Hwang;Donald Petrey;Barry Honig,2015-07-21,23,0.69,U54CA209997,2016-08-08T12:08:00Z,384
R01CA207445,26384318,Expression profiling of in vivo ductal carcinoma in situ progression models identified B cell lymphoma-9 as a molecular driver of breast cancer invasion.,Hanan S Elsarraj;Yan Hong;Kelli E Valdez;Whitney Michaels;Marcus Hook;William P Smith;Jeremy Chien;Jason I Herschkowitz;Melissa A Troester;Moriah Beck;Marc Inciardi;Jason Gatewood;Lisa May;Therese Cusick;Marilee McGinness;Lawrence Ricci;Fang Fan;Ossama Tawfik;Jeffrey R Marks;Jennifer R Knapp;Hung-Wen Yeh;Patricia Thomas;D R Carrasco;Timothy A Fields;Andrew K Godwin;Fariba Behbod,2015-09-17,37,1.25,R01CA207445,2017-03-09T12:03:00Z,539
U01CA215845,26392530,Competition and allostery govern substrate selectivity of cyclooxygenase-2.,Michelle M Mitchener;Daniel J Hermanson;Erin M Shockley;H Alex Brown;Craig W Lindsley;Jeff Reese;Carol A Rouzer;Carlos F Lopez;Lawrence J Marnett,2015-09-21,5,0.19,U01CA215845,2017-06-09T12:06:00Z,627
U24CA210993,26412865,Covariance-based analyses of biological pathways.,P Danaher;D Paul;P Wang,2015-09-01,5,0.23,U24CA210993,2016-09-19T12:09:00Z,384
R33CA155618,26412904,TIME-DOMAIN METHODS FOR DIFFUSIVE TRANSPORT IN SOFT MATTER.,John Fricks;Lingxing Yao;Timothy C Elston;And M Gregory Forest,2009-01-01,20,0.67,R33CA155618,2011-09-15T12:09:00Z,987
U01CA217875,26578655,Enabling systematic interrogation of protein-protein interactions in live cells with a versatile ultra-high-throughput biosensor platform.,Xiu-Lei Mo;Yin Luo;Andrei A Ivanov;Rina Su;Jonathan J Havel;Zenggang Li;Fadlo R Khuri;Yuhong Du;Haian Fu,2015-11-16,40,1.19,U01CA217875,2017-08-01T12:08:00Z,624
R21CA209940,26644347,Identification and characterization of latency-associated peptide-expressing γδ T cells.,Rafael M Rezende;Andre P da Cunha;Chantal Kuhn;Stephen Rubino;Hanane M'Hamdi;Galina Gabriely;Tyler Vandeventer;Shirong Liu;Ron Cialic;Natalia Pinheiro-Rosa;Rafael P Oliveira;Jellert T Gaublomme;Nikolaus Obholzer;James Kozubek;Nathalie Pochet;Ana M C Faria;Howard L Weiner,2015-12-08,23,0.98,R21CA209940,2017-05-12T12:05:00Z,521
U01CA217875,26701805,SOX4 Is Essential for Prostate Tumorigenesis Initiated by PTEN Ablation.,Birdal Bilir;Adeboye O Osunkoya;W Guy Wiles;Soma Sannigrahi;Veronique Lefebvre;Daniel Metzger;Demetri D Spyropoulos;W David Martin;Carlos S Moreno,2015-12-23,2,0.1,U01CA217875,2017-08-01T12:08:00Z,587
P50CA206963,27070704,The Public Repository of Xenografts Enables Discovery and Randomized Phase II-like Trials in Mice.,Elizabeth C Townsend;Mark A Murakami;Alexandra Christodoulou;Amanda L Christie;Johannes Köster;Tiffany A DeSouza;Elizabeth A Morgan;Scott P Kallgren;Huiyun Liu;Shuo-Chieh Wu;Olivia Plana;Joan Montero;Kristen E Stevenson;Prakash Rao;Raga Vadhi;Michael Andreeff;Philippe Armand;Karen K Ballen;Patrizia Barzaghi-Rinaudo;Sarah Cahill;Rachael A Clark;Vesselina G Cooke;Matthew S Davids;Daniel J DeAngelo;David M Dorfman;Hilary Eaton;Benjamin L Ebert;Julia Etchin;Brant Firestone;David C Fisher;Arnold S Freedman;Ilene A Galinsky;Hui Gao;Jacqueline S Garcia;Francine Garnache-Ottou;Timothy A Graubert;Alejandro Gutierrez;Ensar Halilovic;Marian H Harris;Zachary T Herbert;Steven M Horwitz;Giorgio Inghirami;Andrew M Intlekofer;Moriko Ito;Shai Izraeli;Eric D Jacobsen;Caron A Jacobson;Sébastien Jeay;Irmela Jeremias;Michelle A Kelliher;Raphael Koch;Marina Konopleva;Nadja Kopp;Steven M Kornblau;Andrew L Kung;Thomas S Kupper;Nicole R LeBoeuf;Ann S LaCasce;Emma Lees;Loretta S Li;A Thomas Look;Masato Murakami;Markus Muschen;Donna Neuberg;Samuel Y Ng;Oreofe O Odejide;Stuart H Orkin;Rachel R Paquette;Andrew E Place;Justine E Roderick;Jeremy A Ryan;Stephen E Sallan;Brent Shoji;Lewis B Silverman;Robert J Soiffer;David P Steensma;Kimberly Stegmaier;Richard M Stone;Jerome Tamburini;Aaron R Thorner;Paul van Hummelen;Martha Wadleigh;Marion Wiesmann;Andrew P Weng;Jens U Wuerthner;David A Williams;Bruce M Wollison;Andrew A Lane;Anthony Letai;Monica M Bertagnolli;Jerome Ritz;Myles Brown;Henry Long;Jon C Aster;Margaret A Shipp;James D Griffin;David M Weinstock,2016-04-11,1,0.09,P50CA206963,2017-09-19T12:09:00Z,526
R33CA206907,27170379,Magnetic Nickel iron Electroformed Trap (MagNET): a master/replica fabrication strategy for ultra-high throughput (>100 mL h(-1)) immunomagnetic sorting.,Jina Ko;Venkata Yelleswarapu;Anup Singh;Nishal Shah;David Issadore,2016-08-02,29,0.9,R33CA206907,2017-09-20T12:09:00Z,414
P50CA206963,27220667,Discovery of a highly potent FLT3 kinase inhibitor for FLT3-ITD-positive AML.,H Wu;A Wang;Z Qi;X Li;C Chen;K Yu;F Zou;C Hu;W Wang;Z Zhao;J Wu;J Liu;X Liu;L Wang;W Wang;S Zhang;R M Stone;I A Galinsky;J D Griffin;D Weinstock;A Christodoulou;H Wang;Y Shen;Z Zhai;E L Weisberg;J Liu;Q Liu,2016-05-25,56,1.9,P50CA206963,2017-09-19T12:09:00Z,482
U01CA217875,27401613,"Transforming Big Data into Cancer-Relevant Insight: An Initial, Multi-Tier Approach to Assess Reproducibility and Relevance.",Cancer Target Discovery and Development Network,2016-07-11,288,10.86,U01CA217875,2017-08-01T12:08:00Z,386
P50CA206963,27410923,Ipilimumab for Patients with Relapse after Allogeneic Transplantation.,Matthew S Davids;Haesook T Kim;Pavan Bachireddy;Caitlin Costello;Rebecca Liguori;Alexandra Savell;Alexander P Lukez;David Avigan;Yi-Bin Chen;Peter McSweeney;Nicole R LeBoeuf;Michael S Rooney;Michaela Bowden;Chensheng W Zhou;Scott R Granter;Jason L Hornick;Scott J Rodig;Masahiro Hirakawa;Mariano Severgnini;F Stephen Hodi;Catherine J Wu;Vincent T Ho;Corey Cutler;John Koreth;Edwin P Alyea;Joseph H Antin;Philippe Armand;Howard Streicher;Edward D Ball;Jerome Ritz;Asad Bashey;Robert J Soiffer;Leukemia and Lymphoma Society Blood Cancer Research Partnership,2016-07-14,87,2.83,P50CA206963,2017-09-19T12:09:00Z,432
