project_id,project_title,abstract_text,project_start_date,project_end_date,opportunity_number,api_source_search,org_name,org_city,org_state,org_country,program.program_id
U24CA210988,RNA sequencing analysis of Cancer,"Abstract Cancer is a complex disease and represents hundreds of different disease types. It is important to identify these disease types and their underlying causative alterations to help guide and tailor treatments. Genomic technologies have been used in projects such as The Cancer Genome Atlas (TCGA) to characterize a large number of cancers. However, these early genomics projects were mostly on unselected cohorts with limited follow-up and many clinically relevant datasets were not feasible for analysis due to limitations in technologies using formalin-fixed and small starting quantities of tissue. New initiatives of the Center for Cancer Genomics will help us address more clinically-meaningful questions. We propose to use our expertise in gene expression and RNA-sequencing analysis to further characterize cancer to help identify novel markers for diagnosis, novel drug therapies and clinical associations. We will approach this in three aims. For Aim 1, we will use RNA sequence information to identify somatic mutations, improve mapping assembly and quantification of B and T cells, identify structural variations, and perform high level quality control including genotype checks across sequence data for the same sample. For Aim 2, we will calculate gene and isoform levels that will be used to identify tumor subtypes, alternative isoform usage, and application of previously defined gene signatures and tumor subtypes. For Aim 3, we will use supervised analyses to find genes significantly associated with molecular features and model gene expression data to look for association with clinical outcome or drug treatment response. We expect our data, integrated with the data from other Genome Data Analysis Centers, will uncover novel insights into cancer development, progression and treatment of cancer. We will also leverage the information we have learned from pan-cancer analyses to identify shared genomic alterations or pathway activity that may accelerate therapy development.",2016-09-15T12:09:00Z,2021-08-31T12:08:00Z,RFA-CA-15-020,nofo_RFA-CA-15-020,UNIV OF NORTH CAROLINA CHAPEL HILL,CHAPEL HILL,NC,UNITED STATES,gdan
U24CA210989,The joint WCM-NYGC Center for Functional and Clinical Interpretation of Tumor Profiles,"The Weill Cornell Medicine-New York Genome Center (WCM-NYGC) for Functional and Clinical Interpretation of Tumor Profiles will perform integrative analyses of coding and non-coding variants to detect and unravel the function of specific classes of mutations and assess their clinical potential. As specified in the RFA, we have chosen to focus on two Core Competencies: (1) coding mutations and (2) non-coding mutations (germline). We will use WCM’s expertise in clinical genomics demonstrated by the first CLIA approved Whole Exome Sequencing test in New York State. We will leverage NYGC’s computational infrastructure with > 5,000 cores and 10Pb storage and data management expertise. We will focus our GDAC on specific classes of mutations: (1) coding mutations and their clinical relevance including relevance to immunotherapy; (2) driver non-coding point mutations and their role in transcriptional regulation; (3) the driving role of structural variations. In Aim 1 we will annotate the clinical and functional impact of coding mutations including immunotherapy. First we will generate a clinical grade report containing clinical interpretation of mutations, viewable through a custom user interface. This will enable detailed statistics on number and frequency of clinically relevant variants. A new module will help contribute new variants to the knowledge base and community. Second, we will apply our analytical pipeline for unraveling the immune landscape together with a novel integrative immunoscore that predicts which patients are more likely to respond to immune checkpoint blockade, a therapy showing dramatic impact in a subset of cancer patients. In Aim 2, we will annotate the driving role and impact of non-coding mutations on splicing. First, we will functionally characterize genetic variants outside of genes (promoters, enhancers) using the experimentally validated FunSeq pipeline. Second, we will analyze the transcriptional consequence of splice site alterations using a novel for integrating RNA-Seq data with predicted splice-altering variants from DNA sequencing. In Aim 3 we will annotate the driving role and transcriptional impact of structural variations. We will annotate structural variants and gene fusions using a consensus-based approach with methods benchmarked in our group as well as novel methods. The output of this Aim will be comprehensive annotation and functional analysis of a critical class of non-coding events. In summary, the proposed analyses rely on existing pipelines and tools that will be used in a standard and automated way on the WCM-NYGC computational infrastructure. The objective of these analyses is to derive novel knowledge and correlation that will impact both clinical and research cancer genomics fields. The WCM-NYGC team will participate and be responsive to the cooperative partners in this Network.",2016-09-14T12:09:00Z,2022-08-31T12:08:00Z,RFA-CA-15-020,nofo_RFA-CA-15-020,WEILL MEDICAL COLL OF CORNELL UNIV,NEW YORK,NY,UNITED STATES,gdan
U24CA210990,UCSC-Buck Specialized Genomic Data Analysis Center for the Genomic Data Analysis Network,"The “UCSC-Buck Genome Data Analysis Center for the Genomic Data Analysis Network” will develop state-of-the-art methods for integrating various types of data to discover the genetic pathways, the microenvironment, the originating cells, and the oncogenic processes driving the initiation and progression of tumors. The long term goals of the project are to identify highly accurate models detailing the faulty genetic circuitry at work in each subclone of a patient’s tumor, as well as any “normal” cells acting as accomplices by supporting the cancer microenvironment. The ultimate objective is to encode computer algorithms that can search a patient’s individual pathway diagram for the best combination of interventions to eliminate every tumor cell, while preserving the health of every normal cell, in their body. Integrative pathway analysis methods will be developed to reveal signatures of tumor subtypes from Pan-Cancer and external datasets. New technologies will be established for uncovering network models tailored to individual patients. The tools will be deployed as part of an active collaboration to support the specific projects of the Genome Data Analysis Network. Novel probabilistic graphical models will be used to infer disrupted signaling. Cellular signatures will be collected from the analysis of normal cells, cancer cell line models, and Pan-Cancer investigations. Novel machine-learning methods, guided by pathway mechanisms, will be established to identify cell state signatures in heterogeneous patient samples. This work will reveal rare mutations driving metastatic transformation that are currently of unknown significance. New clues about the genetic circuitry promoting response and resistance to treatment will be established. Finally, cross-tumor connections that relate tumors of one type to a different type will suggest new avenues for treatment.",2016-09-15T12:09:00Z,2022-08-31T12:08:00Z,RFA-CA-15-020,nofo_RFA-CA-15-020,UNIVERSITY OF CALIFORNIA SANTA CRUZ,SANTA CRUZ,CA,UNITED STATES,gdan
U24CA210993,Systems Biology based Proteogenomic Translator for Cancer Marker Discovery towards Precision Medicine,"PROJECT SUMMARY/ABSTRACT The goal of our PGDAC is to improve understanding of the proteogenomic complexity of tumors. Towards this goal, our First Aim is to apply network based system learning to reveal causative molecular regulatory relationships contributing to varieties of phenotypes in cancer using CPTAC proteomic/genomic data. We will start with a mixed effects model to (1) fix the batch effects in data from multi-plex proteomics experiments; and (2) handle the large amount of missing data from abundance-dependent missing mechanisms in proteomic data (Aim 1.1). We will then utilize a multivariate penalized regression framework to construct the global regulatory networks between genomic alterations (such as DNA mutations, CNA, methylations), and protein as well as their PTM (post translational modification) abundances (Aim 1.2). Such regulatory networks help to elucidate how protein or pathway activities are shaped by genomic alterations in tumor cells. We will also construct protein co-expression networks based on global-, phosphor-, glyco- and other PTM-proteomics data (Aim 1.3). When constructing these networks, we will use advanced computational tools to effectively borrow information from literatures, databases, and transcriptome profiles. In addition, we will model tumor and normal tissues jointly, so that tumor specific interactions and network modules will be inferred with better accuracy. Both Aims 1.2 and 1.3 will lead to a big collection of network modules, as well as functionally related protein sets (e.g. proteins regulated by the same genomic alteration). These network modules and protein sets will then be tested for their associations with disease phenotypes (Aim 1.4). In the end, we will derive a more integrated view of commonalities and differences across multiple tumor types via a Pan-cancer analysis (Aim 1.5). Our Second Aim is to further develop methods, software, and web-tools to optimize the data analysis in our PGDAC. We will develop novel statistical/computational tools tailored to CPTAC proteomics data; implement these methods as computationally efficient software; and construct an integrated data analysis pipeline (Aim 2.1). We also plan to develop a set of web service tools for visualization and biological annotation of protein networks and clinical interpretation of proteomic data (Aim 2.2). Our Third Aim is to nominate novel protein-based cancer biomarkers and drug targets for further investigation by targeted proteomics assays. We will first utilize a prediction based scoring system to identify protein biomarkers that predict altered cancer pathways, network modules and individual oncogenes; disease outcome and drug resistance; and therapeutically distinct disease subtypes (Aim 3.1) We will then utilize network based tools to identify driver players in selected proteins signature sets (Aim 3.2). These driver proteins could play important roles in shaping the overall function of regulatory system, and thus serve as good candidates for cancer biomarkers and drug targets. We will also take into consideration of domain knowledge of different diseases, as well as technique constrains for developing targeted proteomics assays in biomarker selection. !",2016-09-19T12:09:00Z,2021-08-31T12:08:00Z,RFA-CA-15-023,nofo_RFA-CA-15-023,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,NY,UNITED STATES,cptac
U24CA210999,Global Infrastructure for Collaborative High-throughput  Cancer Genomics Analysis,"Abstract The Cancer Genome Atlas (TCGA) set the standards for large-scale cancer genome projects worldwide. In the next phase, the National Cancer Institute and its Center for Cancer Genomics are planning large-scale projects closely tied to clinical questions and trials. In order to perform the analysis of these data, the NCI is creating a Genome Data Analysis Network (GDAN) of different types of Genome Data Analysis Centers (GDACs). Central to this Network is a single Processing GDAC, which will take all the harmonized data, as stored in the NCI's Genomics Data Commons, and perform higher level integrated analyses on these data to support both the Analysis Working Groups (AWGs) within the Network (which will be formed for each project to perform special analyses of the data and write manuscripts) as well as the entire biomedical research community. Herein we propose to build the centralized Processing GDAC on top of our FireCloud platform, an infrastructure to run large scale computation on the cloud in a fully rigorous and reproducible fashion. FireCloud development was based on our experience with Firehose, the Broad internal platform on which the standard TCGA data and analyses currently run. We propose to create and operate the GDAN Standard Workflow, incorporating tools actively developed and used within the GDAN and across the entire field, with particular emphasis on clinical tools. This Workflow will serve as the starting point for AWGs and set the highest standards of transparency, reproducibility and rigor for cancer genome analysis. The results of the Standard Workflow will be stored in a public database, and accessible via standard APIs, and used together with a continuously updated database of prior knowledge to create scientific reports that will be made available to the community, in a pre-publication manner. Finally, a major innovation is that AWG members will be able to login into FireCloud and rerun the entire workflow, or parts of it, with their own parameters and subsets of the data – thus making the entire GDAN analysis fully reproducible and scalable. Our goals are therefore: (1) To create a global infrastructure for collaborative extreme- scale cancer analysis; (2) Operate the Standard Workflows at scale; (3) Rapidly and continuously evolve the Standard Workflows; and (4) created improved capabilities for reporting, exploring the results, clinical diagnostics and reproducibility.",2016-09-20T12:09:00Z,2022-08-31T12:08:00Z,RFA-CA-15-018,nofo_RFA-CA-15-018,"BROAD INSTITUTE, INC.",CAMBRIDGE,MA,UNITED STATES,gdan
U24CA211000,Pathway and Network Integration of Cancer Genomics and Clinical Data,"PROJECT SUMMARY Cancer genomics projects have successfully cataloged many of the frequent genomic, epigenetic, and gene expression alterations that drive cancer progression. However, these initial projects have also demonstrated that both the types and targets of genomic aberrations are incredibly heterogeneous, reflecting the large diversity of perturbations in the cellular machinery that promote tumor growth and metastasis. As cancer sequencing efforts expand to determine the molecular basis of additional phenotypes such as drug resistance or exceptional responders, novel methods to integrate data from multiple genomic characterization platforms across combinations of alterations in pathways and interaction networks are essential. We propose to build a Genome Data Analysis Center (GDAC) focused on pathway analysis. Our GDAC will integrate data from multiple genome characterization platforms, and use several computational approaches to identify combinations of genomic aberrations and downstream expression changes that distinguish clinical phenotypes. We will employ algorithms that utilize information about known pathways and/or biological interaction networks, as well as other approaches that analyze statistical patterns of mutual exclusivity and co-occurrence between alterations and clinical variables. We will combine the discovered pathways with knowledge of drugs and their targets to identify novel interventions in individual patients. Finally, we will augment the computational analyses with a web platform for interactive visualization and annotation of discovered pathways. This human-in-the-loop system will accelerate the annotation of mutations, pathways, and interventions and provide a dynamic ecosystem linking cancer genomics datasets to new and existing literature. By combining rigorous computational and statistical approaches with human-in-the-loop annotation, the proposed GDAC will facilitate the translation of multi-platform genome characterization data to clinical application.",2016-09-15T12:09:00Z,2021-08-31T12:08:00Z,RFA-CA-15-020,nofo_RFA-CA-15-020,PRINCETON UNIVERSITY,Princeton,NJ,UNITED STATES,gdan
U24CA211006,Deep Discovery and Clinical Interpretation of Germline and Somatic Cancer Drivers,"PROJECT SUMMARY Large-scale cancer sequencing efforts provide a unique opportunity for the discovery of germline and somatic driver alterations influencing cancer susceptibility, initiation, progression, and clinical response. Detecting such alterations is fundamentally and technically challenging for several reasons including: 1) the combinatorially enormous number of ways that a genome can be altered, 2) the presence of various sized repeats, highly homologous gene families, and other contextual influences on alignment and detection accuracy, 3) systematic errors inherent in current sequencing technologies and tumor preservation techniques, and 4) intratumoral and intertumoral heterogeneity including clonality, purity, and lymphocyte infiltration. As a result, the full complement of driver events for the typical tumor still defies identification and, in many cases, no drivers can be found. Our recent work has also demonstrated that some types of indels/SVs such as complex indels, ITD/PTD (internal/partial tandem duplications), and homopolymer indels are often missed by existing approaches. Beyond detection challenges, functional interpretation of the impact of genomic alterations requires strategies that integrate WGS/exome, RNA-seq, and protein data to reveal translational, splicing, and protein structural effects. In addition, cooperative dynamics between germline and somatic alterations are usually missed, as these events have been analyzed independently. As cancer sequencing projects expand to include well-curated clinical phenotypes, methods necessary to understand the pathogenicity and druggability of driver alterations that underlie phenotypes such as drug resistance or exceptional responders are also urgently needed. To fully harness the power of large-scale cancer genomics and to facilitate advances in personalized medicine, our group proposes to focus on two core competencies, coding and non-coding mutations, outlined in the RFA. In collaboration with other GDACs, GDC, and AWGs, we will extend computational approaches that we have successfully established and applied for TCGA and ICGC projects to detect and functionally and clinically interpret germline and somatic drivers using sequencing data from GCC along with curated clinical data.",2016-09-14T12:09:00Z,2021-08-31T12:08:00Z,RFA-CA-15-020,nofo_RFA-CA-15-020,WASHINGTON UNIVERSITY,SAINT LOUIS,MO,UNITED STATES,gdan
U24CA213274,Coordinating center for the NCI small cell lung cancer research consortium,"ABSTRACT The overarching goal of the NCI Small Cell Lung Cancer (SCLC) Coordinating Center has been to “break the logjam” of fundamental knowledge gaps resulting in a 30+ year lack of progress on this lethal malignancy that was designated a “recalcitrant cancer” by the US Congress and NCI. Our U24 Coordinating Center has done this by promoting and facilitating information sharing, interaction, and collaborative research among NCI- supported investigators studying SCLC. Over our initial five years of support, this Coordinating Center has significantly increased research progress within the SCLC research community through efforts including, but not limited to, the creation and ongoing expansion of comprehensive preclinical and clinical -omics databases, centralized annotation and cataloging of available SCLC models, distribution and sharing of such models, centralized data analytics, a centralized Consortium website, initiation and coordination of an interactive work- in-progress (“WIPs”) forum as well as planning and oversight of annual meetings. Of all of this, the role of the Coordinating Center in facilitating interactive WIPs (usually with ~100 attendees from dozens of institutions including patient advocates) with unprecedented information and resource sharing, has made possible tremendous progress in overcoming knowledge gaps, all of which are documented in a large number of peer reviewed publications. This renewal application will continue the exceptional research momentum the SCLC Consortium has generated, and build on this initial success through support of new initiatives. These include centralized support for databasing and comparative analysis of genetically-engineered mouse models (GEMMs), and multi-parameter characterization of patient-derived xenograft models developed across the Consortium. These additional resources will be of direct utility to the SCLC research community. As part of the U24 renewal, given the remarkable growth in scope and diversity of SCLC research, we have developed a new multi-PI structure including Charles Rudin (MSK), John Minna (UTSW), with addition of two exciting young SCLC investigators who have contributed important new insights into SCLC molecular and cellular biology - Trudy Oliver (University of Utah), and Lauren Byers (MDACC). All four have been personally very active both in the U24 activities and in their own individual SCLC U01 and R01 research. The complementary strengths of this leadership team cover all of the important areas of SCLC basic, translational, and clinical trials research. Dr. Rudin will continue as contact PI, providing administrative leadership and coordination. We emphasize that the products of the Consortium will ultimately benefit human health through fostering development of novel strategies for disease prevention, early intervention, immune surveillance, metastasis suppression, and therapeutics.",2017-02-20T12:02:00Z,2027-05-31T12:05:00Z,PAR-16-050;PAR-21-346,nofo_PAR21-346,SLOAN-KETTERING INST CAN RESEARCH,NEW YORK,NY,UNITED STATES,sclc
U24CA215109,TCIA Sustainment and Scalability - Platforms for Quantitative Imaging Informatics in Precision Medicine,"Project Summary The National Research Council has defined Precision Medicine as “the tailoring of medical treatments to individual characteristics of each patient.” This requires the ability to classify patients into specialized cohorts that differ in their susceptibility to a particular disease, in the biology and/or prognosis of the diseases they may develop, or in their response to a specific treatment. Identifying quantitative imaging phenotypes across scale through the use of radiomic/pathomic analyses is an evolving approach to cohort identification and to improving our understanding of cancer biology. These analytic techniques require large collections of well-curated data for algorithm testing and validation. Additional big data collections are required to test new hypotheses relating to cancer biology, prognosis and therapy response. Since 2011 the Cancer Imaging Archive (TCIA) has encouraged and supported cancer-related open science research by acquiring, curating, hosting and managing collections of multi-modal information. To remain relevant to its current research community and ready to support future research initiatives TCIA must undergo continuous improvement and expansion of it capabilities guided by the research community. The TCIA user community has identified four critical areas for improvement: expanded resources for integrative Image-Omics studies, enhanced capacity to acquire high quality data collections, resources to support validation studies and Research Reproducibility, and increased community engagement. The sustainment of TCIA and research community directed expansion of its capabilities will ensure this valuable resource continues to support its rapidly growing user community and continue to promote research reproducibility and data reuse in cancer precision medical research.",2017-09-22T12:09:00Z,2023-07-31T12:07:00Z,PAR-15-333,nofo_PAR15-333,UNIV OF ARKANSAS FOR MED SCIS,LITTLE ROCK,AR,UNITED STATES,itcr
U24CA215123,"The TOPAS Tool for Particle Simulation, a Monte Carlo Simulation Tool for Physics, Biology and Clinical Research","The TOPAS TOol for PArticle Simulation, launched on NCI funding in 2009, is a breakthrough software project that struck down a usability barrier that was limiting cancer research and treatment. Improvements to radiotherapy and imaging require understanding how subatomic particles travel through apparatus and tissue. The most precise calculations of such motion follow the Monte Carlo (MC) method. Yet MC's painstaking specialized computer programming techniques had limited its availability to a small number of specialists. TOPAS brings a reliable, experimentally validated and easy-to-use MC tool within reach of every physicist. Requiring no programming knowledge, TOPAS provides nearly unlimited flexibility. It enables both clinical applications (e.g. high precision patient dose calculation) and cutting edge research (e.g. four dimensional time-of-flight simulations for detector developments), while its design promotes inter-institutional collaboration. In 2013, on a second NCI award, TOPAS was expanded from its initial focus on proton therapy physics to also cover radiation biology. TOPAS has been widely accepted in proton therapy physics and biology with 272 users at 121 institutions in 24 countries, but those working on other radiotherapy modalities and medical imaging lack such a tool. We seek to address these needs, creating the only fully integrated platform for advanced radiotherapy including multi-modality treatments and a broad range of image guidance. We shall: Specific Aim 1: Enhance the TOPAS Environment for User-Friendly Interactive Modeling and Simulation · Expand support for multi-processor, cluster, cloud and grid environments · Improve I/O compatibility with other medical physics standards · Improve computational speed and Graphical User Interface Specific Aim 2: Extend TOPAS Capabilities for Translational and Clinical Applications · Library of radiotherapy and imaging components, simplify simulation of complex therapy, QA and shielding · Biological models for radiation protection and pre-clinical research · Imaging systems and patient simulation, including more complex patient models Specific Aim 3: Maintain TOPAS for all User Communities · Respond to changes in underlying software packages and operating systems · Expand automated regression testing system for quality control Specific Aim 4: Disseminate TOPAS with Full Participation in ITCR Program Activities · Disseminate TOPAS through workshops at key conferences and web site · Provide user support through online user forum, web-based training and twice-yearly in-person trainings · Develop TOPAS user collaboration, initiate projects to address key user needs identified post-award, maintain depository for users to exchange customizations and extensions, move TOPAS to open source",2018-06-04T12:06:00Z,2024-05-31T12:05:00Z,PAR-15-331,nofo_PAR15-331,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,UNITED STATES,itcr
U24CA220242,"Detection of somatic, subclonal and mosaic CNVs from sequencing","Project Summary/Abstract Progress in technology has made individual genome sequencing a clinical reality, with partial genome sequencing already in use in clinical care. In fact, it is expected that within a few years whole genome sequencing will be a standard procedure that will allow discovering personal genomic variants of all types and thus greatly facilitate individualized medicine. However, fast and reliable analysis of such data is challenging; and improvements in analytics are needed before the clinical potential of whole genome sequencing can be realized. Specifically, copy number variations account for a large proportion of human genetic diversity, are frequently observed in cancer, and have been associated with multiple diseases, cancer susceptibility, cancer progression and invasiveness, individual response to treatment, and patients' quality of life after treatment (i.e., emergence of side effects). Therefore, comprehensive identification and analysis of copy-number variants will help us more fully elucidate the biology of their functional effects on human health (in particular, for cancer emergence and progression) and will facilitate clinical diagnostics and treatment. However, abilities to detect CNVs/CNAs from sequencing are not fully utilized due to immature analytical approaches. This proposal suggests continuing development and enhancement of analytical approaches for the detection of copy number variants and aberrations from sequencing data. Historically, the development of concepts, techniques, and methods in the basic sciences has been followed by their transition and use in applied areas. Specifically, advances in biology lead to applications in medicine. The developments we propose anticipate many forthcoming applications of whole genome sequencing in medicine, and set up a computational framework to power clinical care with tools for copy number variants discovery and analysis. 3",2018-05-01T12:05:00Z,2024-04-30T12:04:00Z,PAR-15-331,nofo_PAR15-331,MAYO CLINIC ROCHESTER,ROCHESTER,MN,UNITED STATES,itcr
U24CA220245,The Duke Preclinical Research Resources for Quantitative Imaging Biomarkers,"Abstract Quantitative imaging approaches are currently being standardized for clinical medicine by the Quantitative Imaging Biomarkers Alliance (QIBA). However, similar efforts for preclinical imaging do not exist although the need for standardization is even more pressing because of the high degree of diversity that exists in preclinical imaging hardware and software. Compared to clinical (human) imaging, the technical challenges are significantly more difficult for the optimization of mouse model quantitative imaging. The goal of this proposal is to design, optimize and apply preclinical quantitative imaging with micro-magnetic resonance imaging (MRI) and micro- computed tomography (CT). Specifically, we will apply our quantitative imaging methods in a co- clinical trial which mirrors an on-going, multi-institutional, randomized phase II clinical trial that has a primary objective to investigate whether neoadjuvant radiotherapy combined with pembrolizumab followed by surgical resection and adjuvant pembrolizumab improves disease-free survival for patients with high-risk soft-tissue sarcoma of the extremity (undifferentiated pleomorphic sarcoma or dedifferentiated/pleomorphic liposarcoma) compared to radiotherapy alone followed by surgical resection. The trial aims to evaluate the 2- and 5-year recurrence-free survival and overall survival. MRI is used to assess the radiation treatment response and to plan for surgery. Chest CT is used during follow up to evaluate for distant tumor recurrence (lung metastases). For preclinical studies, we will use the Cre-loxP technology to generate primary sarcomas in the hind limb of mice. Our autochthonous tumor models closely mimic human soft tissue sarcomas in histologic appearance, gene expression, and clinical behavior, including lung metastasis development. For the metastatic tumor model, the primary tumor-bearing limb will be amputated and mice will be monitored for metastases. In our first specific aim, we will develop and optimize quantitative imaging with micro-MRI for primary soft tissue sarcoma tumors and micro-CT for lung metastases. We will follow similar methodologies proposed in the QIBA framework but adapted for small animal imaging. During the second aim, we will implement our optimized quantitative imaging methods in the co-clinical trial using our genetically engineered mouse models of sarcoma. We anticipate that radiotherapy with PD-1 inhibitors will improve metastasis-free survival. The preclinical experiments will provide greater understanding of mechanisms involved in these combined therapies and will inform future clinical trials. Finally, the last specific aim will focus on creating a web- accessible research resource for archiving and disseminating small animal imaging protocols and data. Imaging and biologic data, including pathology, will be robustly integrated for correlative studies. The expected outcome of this project is the standardization of micro-MRI and micro-CT preclinical imaging for cancer studies. This standardization will facilitate and guide the incorporation of small animal imaging into future pre- and co- clinical trials involving new therapeutic approaches to cancer treatment. Ultimately, reduced variability in preclinical imaging studies will improve the value of quantitative correlations established between pathophysiological biomarkers and imaging biomarkers.",2017-09-30T12:09:00Z,2023-01-31T12:01:00Z,PAR-16-385,nofo_PAR-16-385,DUKE UNIVERSITY,DURHAM,NC,UNITED STATES,cirp
U24CA220325,MDACC-PREDICT,"Project Summary This application proposes a new U24 Oncology Co-Clinical Imaging Resource entitled VU-PREDICT (Vanderbilt University-PET imaging Resource to Enhance Delivery of Individualized Cancer Therapeutics). Precision cancer medicine, which seeks to exploit unique cellular, molecular and genetic characteristics of individual tumors to optimize treatment, remains a critically unmet need. Despite advances in biomarker technologies that yield high-quality cellular and genomic data, critical gaps remain to consistently match patients with cancer and ideal therapies. While `predictive' genomic assays based on RNA and DNA are now commonplace, current methods largely ignore tumor phenotypes differentiable by quantitative imaging. The overarching vision for VU-PREDICT is a suite of quantitative imaging tools that facilitate the discovery of novel, predictive imaging-derived gene expression signatures; such signatures can be deployed by the greater oncology community to improve the personalization of cancer treatment. The linchpin of VU-PREDICT will be positron emission tomography (PET) imaging. The sensitive and quantitative nature of PET, coupled with the ability to produce biologically active PET tracers, renders PET uniquely capable of both detecting tumors and profiling their specific features. Complementary to genomic approaches, PET imaging provides a quantitative, functional measure of tumor phenotype, and when coupled biopsy approaches, can provide a significantly greater breadth of biological characterization. VU-PREDICT centers on a parallel co-clinical trial of patients with advanced colorectal cancer (CRC) and human-in-mouse PDX (patient-derived xenograft) models. CRC is a leading cause of cancer-related deaths worldwide. Epidermal growth factor receptor (EGFR) neutralizing monoclonal antibodies (mAbs; cetuximab, panitumumab) are approved for treatment of advanced wild-type (WT) RAS CRC. However, durable responses to anti-EGFR mAbs occur in only 12–17% of patients. VU-PREDICT will capitalize upon a Phase I/II clinical trial opening at Vanderbilt combining a glutaminase (GLS1) inhibitor (CB-839, Calithera), EGFR mAb therapy (panitumumab) and irinotecan in patients with advanced and refractory WT RAS CRC. It is anticipated that combining CB-839 with EGFR mAb therapy will resensitize refractory CRC patients with Gln- avid tumors to EGFR blockade. VU-PREDICT will allow our development of quantitative PET imaging measures within this trial and in related preclinical studies that may identify patients likely to respond to combined GLS1/EGFR inhibition. We have four Specific Aims: (1) Optimize quantitative preclinical PET imaging protocols for Gln metabolism; Implement quantitative 18F-FSPG PET (2), 11C-Acetate PET (3), and dual-tracer 11C-Acetate/18F-FSPG PET (4) to discover predictive, imaging-derived gene expression signatures.",2018-09-14T12:09:00Z,2024-08-31T12:08:00Z,PAR-16-385,nofo_PAR-16-385,UNIVERSITY OF TX MD ANDERSON CAN CTR,HOUSTON,TX,UNITED STATES,cirp
U24CA220341,Supporting and evolving Gene Set Enrichment Analysis and the Molecular Signatures Database for cancer research,"Project Abstract Gene Set Enrichment Analysis (GSEA) introduced in 2003, is now standard practice for analyzing genome- wide expression data. GSEA derives its power from identifying the activation/repression of sets of genes that share common biological function, chromosomal location or regulation and differentiate biological phenotypes or cellular states. This knowledge-based approach is effective in elucidating underlying biological mechanisms and generating hypotheses for further study and experimental validation. Since 2005, we have developed, distributed and supported a freely available GSEA software application along with a database of annotated gene sets – the Molecular Signatures Database (MSigDB). This popular resource has more than 113,000 registered users and over 10,200 citations in the literature, and the MSigDB has almost 18,000 annotated sets. The goal of this proposal is to continue to evolve and add value to the GSEA/MSigDB resource to best address the needs of the cancer research community, while maintaining the high level of professional quality and strong support that investigators have come to expect. We plan to increase the power and sensitivity of the GSEA method and enrich the MSigDB to further accelerate the pace of genomic research. Our specific aims are: Aim 1: Develop and deploy the next generation of the GSEA method and software to keep pace with the needs of the cancer research community. The new core algorithm will be based on information- theoretic approaches, guided by a collection of 100 relevant benchmarks and informed by an Advisory Board of established cancer researchers. To facilitate the use of GSEA by researchers at all levels of computational sophistication, we will distribute the GSEA analysis tools as both an open source code library and a suite of user friendly, reproducible, interactive, electronic notebooks. Aim 2: Extend the scope and specificity of the MSigDB, and evolve the underlying technology. In collaboration with the community, we will add valuable new collections to MSigDB including signatures of drug responses and genetic perturbations, sets for use with mouse models of cancer and PDXs, sets from pathway and network databases, and sets for use with proteomic data analysis. The MSigDB will be redesigned from its current XML file format and deployed as a lightweight, portable relational database that can better support its growing size, online exploration tools, and use by investigators and other software. Aim 3: Provide training and outreach activities for the cancer research community, and maintain and support the GSEA software and MSigDB. The success and popularity of the GSEA/MSigDB resource over the past decade;; our extensive experience in developing computational methods for genomics research and delivering them as user-friendly, high quality software;; our significant user base and many citations;; our large repository of gene sets;; and our successful delivery of documentation and training for users make us well poised to carry out the aims of this proposal.",2018-05-01T12:05:00Z,2024-04-30T12:04:00Z,PAR-15-333,nofo_PAR15-333,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",LA JOLLA,CA,UNITED STATES,itcr
U24CA220441,Developing the JBrowse Genome Browser to Visualize Structural Variants and Cancer Genomics Data,"Cancer begins with mutations of the genome that can include substitutions, indels, duplications, gene fusions, and genome rearrangements. These mutational signatures vary widely between tissues and, often, between individual tumors. To understand this mutational landscape, cancer researchers need tools for visualizing the structural variation in cancer DNA, and its impact on gene transcription and regulation. For greater insight, these data should be augmented with gene annotations, results from functional genomics project like ENCODE, and population-level data. The classic tool for visualizing human gene annotations is the web-based genome browser. However, genome browsers are not generally well-suited to visualizing large-scale structural variation: for that, circular visualization tools (such as Circos) are often used, but those tools are not very interactive (or web-based). Additionally, few genome browsers allow analysis to be performed within the application itself. JBrowse is the most popular genome browser built using JavaScript and dynamic web technology. Originally aimed at model organism genome projects, it is the web-based browser predominantly used by such projects, and yet its single largest user is now the UK-based Cancer Genome Project. We have developed prototypes of an interactive circular view for JBrowse, a data loading pipeline to import human genome annotations, a framework for running interactive analyses from within the browser. We plan to extend these prototypes to a fully-fledged system for visualizing structural variants and other mutations in cancer genomes, and running analyses on those data. We will integrate this software with the systems of the Cancer Genome Project, the International Cancer Genome Consortium, and the Genomic Data Commons.",2017-08-01T12:08:00Z,2022-07-31T12:07:00Z,PAR-15-331,nofo_PAR15-331,UNIVERSITY OF CALIFORNIA BERKELEY,BERKELEY,CA,UNITED STATES,itcr
