type	dataset_uuid	dataset_source_repo	dataset_title	description	dataset_source_id	dataset_source_url	PI_name	GPA	dataset_doc	dataset_pmid	funding_source	release_date	limitations_for_reuse	assay_method	study_type	primary_disease	participant_count	sample_count	study_links	related_genes	related_diseases	related_terms	dataset_year_enrollment_started	dataset_year_enrollment_ended	dataset_minimum_age_at_baseline	dataset_maximum_age_at_baseline
dataset	9d30c2e9-7a56-4221-93c2-0eb14ced9620	CEDCD	Selenium and Vitamin E Cancer Prevention Trial	"SELECT was a phase III, double-blind 4-arm study of selenium (Se), vitamin E (VitE),  Se + VitE, and placebo designed to assess the effect of these supplements on the incidence of prostate cancer (PCa). Funded by the NCI and conducted by SWOG, the study opened in August 2001. The trial randomized 35,533, men 34,897 of which are eligible and have proper consent for sharing data. In 2008, primary results were reported early (planned futility analysis) indicating neither VitE nor Se supplements were associated with prevention of PCa. An updated analysis in 2011 showed a statistically significant increased risk of PCa in the VitE compared to placebo arms (hazard ratio 1.17, 99% CI 1.00, 1.36). Follow-up continued until 2014 for approximately half the participants after supplementation stopped; this included monitoring new prostate and other cancers.   There was an 'Adherence Cohort' conducted within 19 representative sites.  All 2,770 participants at these sites were asked to submit additional blood specimens at 6-months, 1, 2, 4, 6, 8 and 10 years.  A Quality of Life study was implemented at 151 sites covering 11,151 participants. The SF 36-V was administered to all participants at these sites at baseline and years 1, 3, 5 and 7.   There were four ancillary studies within SELECT; studies with independent study objectives, endpoints different than prostate cancer and  independent funding  The studies were (1) Prevention of Alzheimer's Disease with VitE and Se, (2) SELECT Eye Endpoint Study (Prevention of cataracts and age-related macular degeneration), (3) Respiratory Ancillary Study (Prevention of pulmonary function decrease) and (4) Adenomatous Colorectal Polyps (Prevention of colorectal adenomas).  A case-cohort was  designed within SELECT.  Cases included men with baseline blood samples available for analysis who were diagnosed with incident, primary prostate cancers before July 31, 2009. A subcohort representative of SELECT participants was created a priori as the comparison using the following approach: men were stratified into 9 age/race cohorts: <55(African American only), and 55-59, 60-64, 65-69, >=70 years for both African Americans and others. As each prostate cancer case was diagnosed,  men for the subcohort were selected at random from those with baseline blood samples available analysis within the same age-race stratum using a ratio of 1:3 for African Americans and 1:1.5 for others. Within the case-cohort there are 1890 cases and 3091 non-cases. Baseline plasma levels of alpha- and gamma-tocopherol and selenium are available as well as toenail selenium.  Tissue and pathology reports for approximately 92.4% of cases were reviewed centrally for pathological confirmation and grading using the Gleason system."	137	https://cedcd.nci.nih.gov/cohort?id=137	"Catherine Tangen, Ian Thompson, Michael LeBlanc"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	34897		https://www.swog.org/clinical-trials/biospecimen-resources/select-biorepository		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2001	2004	50	93
dataset	9b2b9470-c2c8-4f37-9bbb-6833629b988e	CEDCD	Prostate Cancer Prevention Trial	"The PCPT was undertaken to determine whether finasteride could reduce the prevalence of prostate cancer among initially healthy men aged 55 and older during a seven-year period. PCPT was a double-blind placebo controlled phase III trial that randomized 18,880 eligible participants from sites in the U.S. and Canada. At study entry, men had a normal digital rectal exam (DRE) and a PSA <= 3.0 ng/dl. The men underwent annual DREs and measurements of PSA that were processed at a central lab. AUA symptom scores, clinically significant medical conditions (e.g., diabetes, cardiovascular outcomes, other cancers) and side effects were recorded. An extensive diet questionnaire was administered after the first year on study. Prostate biopsies were recommended during the trial for men with either an elevated PSA (> 4.0 ng/ml adjusted) or DRE suspicious for cancer. All men were recommended to have an end of study (EOS) biopsy regardless of their PSA level or DRE result. Tissue from all prostate biopsies was submitted to the Pathology Core Laboratory. Serum was collected annually and there was a white blood collection for which approximately 60% of the participants with a prostate cancer endpoint have a sample. The PCPT was stopped 15 months earlier than planned. Among the 9060 men who either had an interim diagnosis of prostate cancer or an end of study biopsy, there was a 24.8% relative risk reduction in prostate cancer was observed with finasteride. However, tumors of Gleason grade 7-10 were more common in the finasteride group. All participant contact ended in June 2004.   In 2012, an analysis on the survival of the participants was performed.  Updated survival information was obtained from the Social Security Death Index which does not include cause of death.  The paper concluded that after 18 years of follow-up there was no significant difference in survival between the placebo and finasteride group either overall or after the diagnosis of prostate cancer.    Within the PCPT there is a nested case-control study.  A total of 1,809 cases of prostate cancer with available baseline serum included in this project. Approximately 40% of our cases are interim and 60% are cases detected at the end-of-study biopsy.  The 1,809 controls were randomly selected from men who completed the EOS prostate biopsy and had no evidence of prostate cancer.  Controls included all eligible non-white men (primarily African-Americans and Hispanics), to better support exploratory analyses in these subgroups.  Remaining controls were frequency matched to cases by distributions of age at randomization, in 5-year intervals, first-degree family history of prostate cancer (established risk factors for prostate cancer), and intervention arm.  By oversampling the non-white men and matching on the factors listed above, the estimated race-specific odds ratios for prostate cancer are not interpretable.  The case-control study looked at genetic, metabolic and environmental factors associated with the risks of prostate cancer overall and high grade prostate cancer specifically; and the effects of these factors on the efficacy of finasteride as a cancer preventive agent."	136	https://cedcd.nci.nih.gov/cohort?id=136	"Catherine Tangen, Ian Thompson, Michael LeBlanc"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	18880		https://www.swog.org/clinical-trials/biospecimen-resources/pcpt-biorepository		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1994	1997	55	86
dataset	3262d2a6-b37b-4a4c-8516-b072c9fa34c7	CEDCD	Pathways Study	"The Pathways Study is a prospective cohort study of prognosis and outcomes after a diagnosis of invasive breast cancer.  Women were recruited and enrolled in the cohort soon after diagnosis in the Kaiser Permanente Northern California (KPNC) health care system, on average about two months after diagnosis.  Blood and saliva specimens were collected around the time of enrollment to enable investigation of molecular factors.  Follow-up questionnaires have been mailed at 6 months, 24 months, and 72 months after baseline. These questionnaires assess updates in lifestyle and other factors.  Telephone interviews occur at 12, 48, and 96 months after baseline and biennially thereafter to identify various outcomes of interest.  We also conduct ongoing passive follow-up,  i.e., without requiring contact of study participants,  through KPNC electronic medical records and linkage to mortality databases.  Recruitment began in January, 2006.  Eligibility criteria include women aged 21 years or older at diagnosis; a member of KPNC at diagnosis; a recent diagnosis of invasive breast cancer with no previous history of cancer other than non-melanoma skin cancer; speak English, Spanish, Cantonese, or Mandarin; and live within a 65-mile radius of a field interviewer.  We completed enrollment of 4,504 women into the cohort in May, 2013.  Data that are available include those from interviews or questionnaires with study participants (e.g., on breast cancer risk factors, food and beverage intake, physical activity, use of dietary supplements and complementary and alternative therapies, quality of life, other psychosocial factors); linkage with electronic health records (e.g., details of diagnosis, conventional treatments received, comorbid conditions); linkage with area-level databases such as the California Neighborhoods Data System (e.g., census-derived measures, social and built environment measures); and data derived from analysis of biospecimens (e.g., germline genome-wide assays).  Biospecimens that are available on most cohort members include blood (stored in various fractions including serum, plasma, buffy coat and whole blood), saliva, and extracted germline DNA, all stored at Roswell Park Comprehensive Cancer Center.  Tumor specimens, stored at KPNC, and tumor DNA, RNA, and tissue microarrays, stored at Roswell Park, are available for most of the cohort, and diagnostic slide images have also been created for most of the cohort.  This cohort and its data and other resources provide a comprehensive setting for epidemiologic and health services investigations of breast cancer survivorship, prognosis, and outcomes."	133	https://cedcd.nci.nih.gov/cohort?id=133	"Christine B. Ambrosone, PhD, Lawrence H. Kushi, ScD"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Survivor	Multiple Cancer Types	4504		http://pathways.kaiser.org		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2006	2013	23	94
dataset	545bf0cf-ef06-4714-aabb-963caa50450b	CEDCD	UK Biobank	"UK Biobank is a very large and detailed prospective study with over 500,000 participants aged 40-69 years, recruited between 2006 and 2010. It was designed to allow detailed investigations of the genetic and non-genetic determinants of the diseases of middle and old age. It aims to combine extensive and precise assessment of exposures with comprehensive follow-up and characterization of many different health-related outcomes, and to promote innovative science by maximizing access to the resource.  The study has collected and continues to collect extensive phenotypic and genotypic data on its participants. This includes data from questionnaires, physical measures, sample assays (e.g., a range of biochemistry markers for all 500,000 participants), accelerometry (100,000 participants), multimodal imaging of the brain, heart and body (100,000 participants), and genome-wide genotyping and imputation to over 90 million variants (for all 500,000 participants). Full exome-wide and genome-wide sequencing is also underway for all 500,000 participants. As a prospective study, UK Biobank has linked to electronic health records, including death, cancer, hospital inpatient admissions, and primary care records. UK Biobank is also working with experts to make available adjudicated health outcomes that can be used readily by the research community. UK Biobank does not currently have access to digital pathology slides or tumour tissue specimens.  UK Biobank is available for open access, without the need for collaboration, to any bona fide researcher who wishes to use it to conduct health-related research that is in the public interest."	132	https://cedcd.nci.nih.gov/cohort?id=132	Rory Collins		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	502371		https://www.ukbiobank.ac.uk/		"All Other Cancers, Bladder, Bone, Brain, Cervical carcinoma in situ (CIN II/III, CIS, AIS), Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, No Cancer, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2006	2010	40	69
dataset	5be71ea7-e77b-47fa-91dd-410559101150	CEDCD	Sister Study	"The Sister Study, conducted by the National Institute of Environmental Health Sciences (NIEHS), is prospectively examining environmental and familial risk factors for breast cancer and other outcomes in a cohort of 50,884 sisters of women who have had breast cancer. These sisters have about twice the risk of developing breast cancer due to their family history and are expected to be highly motivated to participate in a long-term study. The frequency of any relevant genes and shared risk factors will also be higher, increasing the statistical power of the study to assess gene and environment interactions. Women who develop breast cancer while in the Sister Study will continue to be followed to assess the influence of environment and genes on treatment outcomes and long-term survival.  Breast cancer-free sisters aged 35 to 74 years were recruited from all states, as well as Puerto Rico, through health professionals, breast cancer advocates, the Internet, recruitment volunteers, and a national media campaign with an emphasis on recruiting under-represented groups. Study materials were available in English or Spanish. Data on potential risk factors and health status were collected in telephone interviews and mail questionnaires (Diet, Family History, and Personal Care Products). Baseline questionnaires on environmental, occupational, lifestyle, and health factors cover the lifespan from in-utero exposures through reproductive years to the present. Blood, urine, and environmental samples were collected in a home visit and banked for use in nested studies. Stored samples include whole blood, cryopreserved lymphocytes (15% random sample), plasma, serum, urine, toenail clippings, and household dust collected with alcohol wipes.  The cohort is being followed prospectively for at least 25 years. Annual updates and more detailed follow-up questionnaires every 3 years provide information on changes in vital status, medical history, and exposures. Medical records, pathology reports, and tumor tissue are sought for those who develop breast cancer, and pathology reports are sought for those who develop other cancers, with tumor tissue also collected for ovarian cancer cases. A second home visit and sample collection for all breast cancer cases and a sample of the cohort was conducted in 2014. Genetic, epigenetic and environmental biomarker data are available for several subgroups, including a racially and ethnically diverse breast cancer case-cohort sample.   The Sister Study opened nationally in October 2004 after a pilot phase that began in August 2003. Enrollment was closed in March 2009, with 50,884 women completing all baseline activities by August 2009. Women have been asked to complete annual updates and many follow-up questionnaires, including special surveys on family history of cancer, breast cancer survivorship, and a COVID-19 questionnaire."	130	https://cedcd.nci.nih.gov/cohort?id=130	"Alexandra White, Dale Sandler, Katie O'Brien"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	50884		http://sisterstudy.niehs.nih.gov/English/index1.htm		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2003	2009	35	74
dataset	4fb8e030-1066-43b2-80cc-c04df3123dc4	CEDCD	Atherosclerosis Risk in Communities	"https://www2.cscc.unc.edu/aric/desc  Details about cancer in ARIC, including cancer ascertainment and adjudication, are available in the following publication:  Joshu CE, Barber JR, Coresh J, Couper DJ, Mosley TH, Vitolins MZ, Butler KR, Nelson HH, Prizment AE, Selvin E, Tooze JA, Visvanathan K, Folsom AR, Platz EA. Enhancing the Infrastructure of the Atherosclerosis Risk in Communities (ARIC) Study for Cancer Epidemiology Research: ARIC Cancer. Cancer Epidemiol Biomarkers Prev. 2018 Mar;27(3):295-305. doi: 10.1158/1055-9965.EPI-17-0696. Epub 2017 Dec 20. PMID: 29263187; PMCID: PMC5835193."	127	https://cedcd.nci.nih.gov/cohort?id=127	"Elizabeth A. Platz (ARIC Cancer), Josef Coresh (ARIC), Lynne Wagenknecht, Pamela Lutsey, Thomas H. Mosley (ARIC)"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	15792		https://www2.cscc.unc.edu/aric/desc		"All Other Cancers, Bladder, Bone, Brain, Cervical carcinoma in situ (CIN II/III, CIS, AIS), Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1987	1989	45	64
dataset	4e33f0ab-1827-40a9-aaca-a73be4a18a5c	CEDCD	Mayo Mammography Health Study	"The Mayo Mammography Health Study (MMHS) is a prospective cohort comprised of 19,923 women ages 35 and over, living in the tri-state region surrounding the Mayo Clinic (Minnesota, Iowa, and Wisconsin), without a history of breast cancer, who were scheduled for a screening mammogram at the Mayo Clinic between October 2003 and September 2006. All women had a 4-view screening mammogram at the time of enrollment and completed a self-administered questionnaire. A majority of the cohort (14,141) also had blood available from their routine blood work, which was saved as a source of buffy coat, or DNA, and plasma. A total of 2,284 cohort participants had a history of cancer other than of the breast. Therefore, the investigators defined a healthy cohort as the 17,639 women who were free of a history of any cancer at baseline (excluding non-melanoma skin cancer).  Follow-up for all incident cancers is performed annually using linkages to Mayo Clinic databases and the tri-state cancer registries. For those participants who have moved out of the region, the investigators use self-report, with pathology confirmation. As of July 2016, the total number of incident cancers in the healthy cohort was 2041, of which 829 were breast cancers.  The MMHS was designed to answer questions surrounding mammographic breast density, a strong risk factor for breast cancer. Analyses to date have used a case-cohort approach, in which the investigators have identified a random sample of 2,300 women from the cohort at baseline. As a part of the case-cohort design, all incident breast cancer cases are included. Mammographic density has been estimated using the Cumulus program on the enrollment mammogram from all participants in the case-cohort. Acquisition of tumor blocks and formation of tumor microarrays is under way for all invasive breast cancer cases."	125	https://cedcd.nci.nih.gov/cohort?id=125	Celine M. Vachon		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	17639		http://www.mayo.edu/research/mayo-mammography-health-study		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2003	2006	35	94
dataset	27c38c14-b821-4916-bce8-57038587f396	CEDCD	Multiethnic Cohort Study	"The Multiethnic Cohort Study of Diet and Cancer (MEC) was funded by the National Cancer Institute (NCI) in 1993. It is one of the largest studies of its kind, and certainly the most ethnically diverse. The MEC Study was established to examine lifestyle risk factors, especially diet and nutrition, as well as genetic susceptibility (an inherited tendency to react more strongly to particular exposures) in relation to the incidence of cancer.  The research focus is on understanding ethnic/racial differences in cancer risk and survival.  The MEC is being conducted at the University of Hawai`i Cancer Center, in Honolulu, HI, and the Keck School of Medicine, University of Southern California (USC) in Los Angeles, CA.   The cohort is comprised of more than 215,000 men and women primarily of African-American, Japanese American, Latino American, Native Hawaiian and White origin. The ethnic diversity of Hawai`i and California made it possible to develop this large study with its unique representation of minority populations."	124	https://cedcd.nci.nih.gov/cohort?id=124	"Christopher Haiman, Lynne Wilkens"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	215251		http://www.uhcancercenter.org/research/the-multiethnic-cohort-study-mec		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1993	1996	45	75
dataset	0046211e-3faf-4808-bbbd-ae8691493d58	CEDCD	Mexican American (Mano a Mano) Cohort	"Mexican Americans are under-represented in health-related studies yet comprise the largest and fastest-growing ethnic minority in the United States. About 44% of the population in Harris County (metropolitan Houston), Texas, is of Mexican descent. The Mexican American Mano a Mano Cohort Study was launched in 2001 by the University of Texas Department of Epidemiology with support from the Texas Tobacco Settlement and Duncan Family Institute philanthropic funds. The objectives of this initiative were to understand cancer and other chronic disease risk factors in this population undergoing social changes and to provide an infrastructure to support institutional and inter-institutional collaborations. This research study forms the first longitudinal comprehensive cohort study of a census-based, representative population of Mexican Americans.  As of Aug 16, 2020, we have enrolled 25,466 participants from 18,962 households. The median age of the cohort is 37 years at enrollment. Participants who were born in Mexico (about 70% of the total cohort) had an average of 15 years of U.S. residency. The study includes households that provide contextual information about the environment, familial and social support systems, environmental exposures, and medical history. Additional information includes lifestyle factors (tobacco and alcohol use, physical activity), family cancer history, and socio-demographic characteristics, including acculturation as indicated by language use and food preferences. Personal in-house interviews are conducted with up to 3 members in each household. Biological specimens (blood, saliva, and urine) have been successfully obtained from 90% of the participants. Follow-ups are conducted via telephone every 6-12 months to update selected exposures and disease history. Newly diagnosed cancers are identified through self-reports during follow-up and annual record linkage to the Texas Cancer Registry. Self-reported cancer diagnoses are verified through a review of medical records. As of June 2020, 940 incident cancer cases had been identified."	123	https://cedcd.nci.nih.gov/cohort?id=123	Paul Scheet		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	25466		http://www.mano-mano.us		"All Other Cancers, Bladder, Bone, Brain, Cervical carcinoma in situ (CIN II/III, CIS, AIS), Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2001	2017	18	94
dataset	2f73c2fd-8193-46a8-828a-b49b4cf19db4	CEDCD	Generation Scotland: Scottish Family Health Study	"The Scottish Family Health Study (GS:SFHS) is an intensively phenotyped, family-based cohort for the study of the genetic basis of common complex diseases and response to treatments. Recruitment began early in 2006 and was completed in 2011. The cohort numbers just over 24,000 and most have consented to medical record linkage and recontact. Each participant gave blood or saliva samples (for processing, biochemistry and cryopreservation) and a urine sample.  Blood or saliva samples have been processed to DNA and extensive genotyping carried out on over 20,000 by 2015. Recruitment to the study reopened in 2022.  https://www.ed.ac.uk/generation-scotland/for-researchers/access"	122	https://cedcd.nci.nih.gov/cohort?id=122	Cathie Sudlow		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	24096		https://www.ed.ac.uk/generation-scotland		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Ductal carcinoma in situ of breast, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	2006		12	100
dataset	dedb2849-5a69-41e4-8c59-d6c6cbc25926	CEDCD	The National Institutes of Health AARP Diet and Health Study	"The NIH-AARP (formally known as the American Association of Retired Persons) Diet and Health Study was initiated to investigate relations among diet, lifestyle, and cancer. In 1995 and 1996, the study recruited more than 560,000 AARP members, aged 50 to 71 years, who resided in one of six states (California, Florida, Pennsylvania, New Jersey, North Carolina, and Louisiana) or in two metropolitan areas (Atlanta, Georgia, and Detroit, Michigan). The baseline questionnaire collected information on diet and some lifestyle factors, such as smoking, physical activity, and reproductive history. Subsequently in 1996 and 1997, the study mailed the participants a Risk-Factor Questionnaire which asked additional questions about health history, lifestyle, and behavior. In 2004 to 2006, a follow-up questionnaire was administered that included questions about medication and supplement usage. Cancer incidence is ascertained through a linkage of the cohort to 11 state cancer registries (8 catchment area states plus Arizona, Nevada, and Texas).  Vital status is ascertained through searches of the National Death Index Plus."	121	https://cedcd.nci.nih.gov/cohort?id=121	"Rashmi Sinha, PhD"		Cancer Epidemiology Descriptive Cohort Database (CEDCD)						Etiology	Multiple Cancer Types	566398		http://dietandhealth.cancer.gov/		"All Other Cancers, Bladder, Bone, Brain, Cervix (Squamous cell carcinoma, Adenocarcinoma), Colon, Corpus, body of uterus, Esophagus, Gall bladder and extrahepatic bile ducts, Hodgkin Lymphoma, Invasive Breast Cancer, Kidney and other unspecified urinary organs, Leukemia, Liver and intrahepatic bile ducts, Lung and bronchus, Melanoma (excluding mucosal sites), Myeloma, Non-Hodgkin Lymphoma, Oropharyngeal, Ovary, fallopian tube, broad ligament, Pancreas, Prostate, Rectum and anus, Small intestine, Stomach, Thyroid"	"Buffy Coat and/or Lymphocytes, Feces, Saliva and/or Buccal, Serum and/or Plasma, Tumor Tissue FFPE, Tumor Tissue Fresh/Frozen, Urine"	1995	1996	50	71
